지점,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(hr)
637,2020-01-03 4:00,1,0,0.3,0,1026.1,1028.6,82.9,,
637,2020-01-03 5:00,-0.5,0,0.3,0,1025.7,1028.2,95.6,,
637,2020-01-03 6:00,-1.6,230.9,0.8,0,1025.8,1028.3,98.4,,
637,2020-01-03 7:00,-0.9,0,0.1,0,1025.7,1028.2,99.1,,
637,2020-01-03 8:00,-2.3,217.8,1.5,0,1025.8,1028.3,99.4,,
637,2020-01-03 9:00,-1.6,210.9,1.2,0,1026.2,1028.7,99.7,,
637,2020-01-03 10:00,0.9,204.6,1,0,1026.9,1029.4,94.8,,
637,2020-01-03 11:00,2.6,205.4,0.9,0,1026.5,1029,79.1,,
637,2020-01-03 12:00,3.8,284.4,0.9,0,1026,1028.5,75.4,,
637,2020-01-03 13:00,4.2,72.8,2,0,1025.1,1027.6,71.7,,
637,2020-01-03 14:00,5.2,317.3,2.2,0,1024.4,1026.8,58.6,,
637,2020-01-03 15:00,5.1,296.2,3.3,0,1024.3,1026.7,53.1,,
637,2020-01-03 16:00,4.6,302.5,2.4,0,1024.4,1026.8,59.7,,
637,2020-01-03 17:00,3.5,297.1,2,0,1024.5,1027,62.2,,
637,2020-01-03 18:00,1.5,280.8,1.1,0,1024.8,1027.3,70.9,,
637,2020-01-03 19:00,1.2,270.8,1.4,0,1025.2,1027.7,72.3,,
637,2020-01-03 20:00,1,278.5,1.3,0,1025.1,1027.6,74.6,,
637,2020-01-03 21:00,0.1,264.8,1.3,0,1025,1027.5,79.8,,
637,2020-01-03 22:00,-1.5,214.2,0.8,0,1024.7,1027.2,89.4,,
637,2020-01-03 23:00,-2.4,213.5,1.2,0,1024.5,1027,93.7,,
637,2020-01-04 0:00,-2.6,189.7,1.2,0,1023.9,1026.4,94.7,,
637,2020-01-04 1:00,-2.8,191,1.3,0,1023.7,1026.2,94.2,,
637,2020-01-04 2:00,-1.7,206.8,2,0,1023.5,1026,91.6,,
637,2020-01-04 3:00,-1.4,205.9,2.1,0,1023.8,1026.3,90.7,,
637,2020-01-04 4:00,-2.2,209.9,2.2,0,1023.4,1025.9,92.9,,
637,2020-01-04 5:00,-3.2,175.5,0.5,0,1023.3,1025.8,95.7,,
637,2020-01-04 6:00,-1.8,182.4,1.3,0,1023.2,1025.7,93.5,,
637,2020-01-04 7:00,-2,197.6,1.5,0,1023.1,1025.6,93.3,,
637,2020-01-04 8:00,-2.2,204.6,1.3,0,1023.1,1025.6,94,,
637,2020-01-04 9:00,-1.3,182.6,1.2,0,1023.8,1026.3,92,,
637,2020-01-04 10:00,0,124,1.1,0,1024,1026.5,89.5,,
637,2020-01-04 11:00,1.8,126.1,0.7,0,1024.3,1026.8,82.3,,
637,2020-01-04 12:00,4.1,191.2,0.8,0,1023.4,1025.8,72.8,,
637,2020-01-04 13:00,5.7,28.9,1.4,0,1023.4,1025.8,71,,
637,2020-01-04 14:00,7.1,333.1,1.6,0,1022.8,1025.2,56.1,,
637,2020-01-04 15:00,7,292.3,3.1,0,1023.2,1025.6,47.9,,
637,2020-01-04 16:00,6.5,315,2.4,0,1023.5,1025.9,51.4,,
637,2020-01-04 17:00,4.9,291.8,1.9,0,1023.9,1026.3,62,,
637,2020-01-04 18:00,3,284.5,1.3,0,1024.2,1026.7,67.3,,
637,2020-01-04 19:00,2.7,282.6,1.6,0,1024.8,1027.3,63,,
637,2020-01-04 20:00,1.4,290.3,1.4,0,1025.2,1027.7,67.5,,
637,2020-01-04 21:00,1.4,296.7,2.6,0,1025.6,1028.1,71.1,,
637,2020-01-04 22:00,-1.6,280,1.4,0,1026,1028.5,82.9,,
637,2020-01-04 23:00,-1.7,228.3,1,0,1026.2,1028.7,86.4,,
637,2020-01-05 0:00,-2,226.1,1.6,0,1026.2,1028.7,88.9,,
637,2020-01-05 1:00,-2.4,153.1,0.9,0,1026,1028.5,91.6,,
637,2020-01-05 2:00,-3.4,220.5,0.9,0,1026.7,1029.2,94,,
637,2020-01-05 3:00,-3.1,229.2,1.5,0,1027.4,1029.9,94.8,,
637,2020-01-05 4:00,-3.4,227.2,0.8,0,1027.4,1029.9,94.1,,
637,2020-01-05 5:00,-4.7,197.7,1,0,1027.7,1030.2,95.4,,
637,2020-01-05 6:00,-4.4,0,0.3,0,1028,1030.5,96.3,,
637,2020-01-05 7:00,-5.1,221.5,1.5,0,1028.7,1031.2,96.4,,
637,2020-01-05 8:00,-5,215.2,1.1,0,1029,1031.6,96.4,,
637,2020-01-05 9:00,-2.6,175.4,1.2,0,1029.8,1032.3,95.2,,
637,2020-01-05 10:00,-0.5,163.6,0.6,0,1030.2,1032.7,87.2,,
637,2020-01-05 11:00,1.9,163.5,0.7,0,1029.9,1032.4,70.7,,
637,2020-01-05 12:00,4.2,85.9,1.3,0,1029.5,1032,40.8,,
637,2020-01-05 13:00,4.8,76.4,1.7,0,1028.4,1030.9,40.6,,
637,2020-01-05 14:00,5.8,98.3,1.8,0,1028.1,1030.5,45.1,,
637,2020-01-05 15:00,5.7,87.3,1,0,1028,1030.4,43.5,,
637,2020-01-05 16:00,5.2,0,0.2,0,1028.3,1030.8,46,,
637,2020-01-05 17:00,4.6,0,0,0,1028.5,1031,50,,
637,2020-01-05 18:00,4,0,0.2,0,1028.7,1031.2,52.3,,
637,2020-01-05 19:00,1.5,0,0.2,0,1028.6,1031.1,74.8,,
637,2020-01-05 20:00,1.6,0,0.4,0,1028.5,1031,73.3,,
637,2020-01-05 21:00,1.2,56.4,1.5,0,1028.1,1030.6,75.5,,
637,2020-01-05 22:00,-1,0,0,0,1028.3,1030.8,85.7,,
637,2020-01-05 23:00,-1.1,62.4,0.9,0,1027.7,1030.2,90,,
637,2020-01-06 0:00,-0.2,71.8,1.4,0,1027.4,1029.9,89.3,,
637,2020-01-06 1:00,1.5,86.8,1.9,0,1027.2,1029.7,74.8,,
637,2020-01-06 2:00,0.3,184,0.6,0,1026.9,1029.4,84,,
637,2020-01-06 3:00,0.3,0,0.3,0,1026.6,1029.1,79.5,,
637,2020-01-06 4:00,0.1,232.7,1,0,1027,1029.5,84.9,,
637,2020-01-06 5:00,0.6,98.6,0.8,0,1025.8,1028.3,82.7,,
637,2020-01-06 6:00,0.5,229.7,1.3,0,1026.2,1028.7,84.4,,
637,2020-01-06 7:00,0.9,279.1,1.3,0,1026.9,1029.4,78.5,,
637,2020-01-06 8:00,1,82.3,1.5,0,1026.3,1028.8,88.8,,
637,2020-01-06 9:00,2.2,97,2.3,0,1026.3,1028.8,87.7,,
637,2020-01-06 10:00,3.1,82.7,2.4,0,1025.8,1028.3,80.3,,
637,2020-01-06 11:00,3.7,73.9,2.3,0,1025.5,1028,84,,
637,2020-01-06 12:00,4.2,82.9,2.3,1,1024.8,1027.3,93.9,,
637,2020-01-06 13:00,3.7,81.9,3.3,0,1023.5,1026,90.4,,
637,2020-01-06 14:00,4,84.2,3.7,0,1022.3,1024.7,92.3,,
637,2020-01-06 15:00,3.7,88.5,3.8,0,1022,1024.4,93,,
637,2020-01-06 16:00,3.5,80.6,3.7,0,1021.4,1023.8,93.8,,
637,2020-01-06 17:00,3.6,81.2,4.1,0,1021.2,1023.6,95.2,,
637,2020-01-06 18:00,3.4,86.3,4.6,0,1020.7,1023.1,98.2,,
637,2020-01-06 19:00,3.5,79.1,4.4,0.5,1020.2,1022.6,99.9,,
637,2020-01-06 20:00,3.7,82.9,4.3,1,1019.8,1022.2,99.9,,
637,2020-01-06 21:00,3.9,80.7,4.4,0.5,1019.4,1021.8,99.9,,
637,2020-01-06 22:00,4.2,73.4,5.2,1,1018.9,1021.3,99.9,,
637,2020-01-06 23:00,4.4,72.3,5.1,1,1018.4,1020.8,99.9,,
637,2020-01-07 0:00,4.7,85.9,4,1,1017.3,1019.7,99.9,,
637,2020-01-07 1:00,4.8,88.5,3.5,1,1016.6,1019,99.9,,
637,2020-01-07 2:00,5,81,3.3,2,1015.4,1017.8,99.9,,
637,2020-01-07 3:00,5.3,73.3,4.3,2.5,1014.6,1017,99.9,,
637,2020-01-07 4:00,5.5,67.1,3.2,3,1014.5,1016.9,99.9,,
637,2020-01-07 5:00,5.6,72.9,3.5,3,1014,1016.4,99.9,,
637,2020-01-07 6:00,5.7,76.6,3,2,1013.5,1015.9,99.9,,
637,2020-01-07 7:00,5.9,64,2.9,1.5,1013.7,1016.1,99.9,,
637,2020-01-07 8:00,6,69.3,2.6,2,1013.6,1016,99.9,,
637,2020-01-07 9:00,6.3,72.4,3.3,2,1013.4,1015.8,99.9,,
637,2020-01-07 10:00,6.4,73.9,3.1,0.5,1012.9,1015.3,99.9,,
637,2020-01-07 11:00,6.8,73.4,3.5,2,1011.7,1014.1,99.9,,
637,2020-01-07 12:00,7,70.1,3,1.5,1010.5,1012.9,99.9,,
637,2020-01-07 13:00,7,63.1,2.3,2,1009.2,1011.6,99.9,,
637,2020-01-07 14:00,7,77.2,2,0.5,1007.4,1009.8,99.9,,
637,2020-01-07 15:00,7,67.2,2.4,0.5,1006.1,1008.5,99.9,,
637,2020-01-07 16:00,7.1,89.8,3.6,1,1004.9,1007.3,99.9,,
637,2020-01-07 17:00,7.4,90.2,2.7,1.5,1003.5,1005.9,99.9,,
637,2020-01-07 18:00,7.6,95.8,2.3,3,1002,1004.4,99.9,,
637,2020-01-07 19:00,8.1,94.6,2.7,1.5,1000.3,1002.7,99.9,,
637,2020-01-07 20:00,8.8,103.7,2.1,3.5,998.7,1001,99.9,,
637,2020-01-07 21:00,12.6,205.1,5,1,998.2,1000.5,99.9,,
637,2020-01-07 22:00,12.5,211.8,7.7,0,998.3,1000.6,99.9,,
637,2020-01-07 23:00,11.8,204.5,5.7,0,997.1,999.4,98.6,,
637,2020-01-08 0:00,11.1,208.2,5.7,0,996.8,999.1,93.9,,
637,2020-01-08 1:00,7.2,243.4,7,0,999,1001.4,93.6,,
637,2020-01-08 2:00,6.5,246.9,4.6,0,999.9,1002.3,97.8,,
637,2020-01-08 3:00,6.1,246.2,5.6,1,1001.4,1003.8,95.1,,
637,2020-01-08 4:00,4.6,249.3,5.3,0.5,1002.7,1005.1,97.7,,
637,2020-01-08 5:00,4.4,269.8,3.3,0,1004.2,1006.6,98.5,,
637,2020-01-08 6:00,4.5,284.9,6.1,1,1005.4,1007.8,96.8,,
637,2020-01-08 7:00,4.3,283.5,4.9,0.5,1007.1,1009.5,97.5,,
637,2020-01-08 8:00,4,285.3,5.4,0.5,1008.8,1011.2,98.7,,
637,2020-01-08 9:00,3.9,287.4,5.5,0.5,1011,1013.4,95.9,,
637,2020-01-08 10:00,3.9,292.3,5.5,0.5,1012.4,1014.8,97.2,,
637,2020-01-08 11:00,4.3,287.5,4.2,0,1013.6,1016,94.9,,
637,2020-01-08 12:00,4.3,285.6,4,0,1014.1,1016.5,91.7,,
637,2020-01-08 13:00,4.1,287.2,4.6,0,1014.8,1017.2,90.7,,
637,2020-01-08 14:00,4.1,284.8,3.3,0,1015,1017.4,91.1,,
637,2020-01-08 15:00,4.2,281.4,2.2,0,1015.2,1017.6,89.6,,
637,2020-01-08 16:00,4,238.4,2.6,0,1016.3,1018.7,92.3,,
637,2020-01-08 17:00,3.7,249.3,2.6,0,1017.2,1019.6,90.2,,
637,2020-01-08 18:00,3.3,279.2,3.3,0,1017.9,1020.3,91.6,,
637,2020-01-08 19:00,3.1,285.5,3.2,0,1018.9,1021.3,89.6,,
637,2020-01-08 20:00,3,277.9,3.5,0,1019.8,1022.3,85.7,,
637,2020-01-08 21:00,2.7,291.8,3.6,0,1020.5,1023,81.7,,
637,2020-01-08 22:00,2.4,288.7,3.2,0,1021,1023.5,78.2,,
637,2020-01-08 23:00,2.4,302.1,3.6,0,1021.1,1023.6,75.5,,
637,2020-01-09 0:00,2.2,305.1,3.1,0,1021.4,1023.9,73.4,,
637,2020-01-09 1:00,2,300.8,2.6,0,1021.2,1023.7,74.2,,
637,2020-01-09 2:00,1.4,0,0.3,0,1021.6,1024.1,80.3,,
637,2020-01-09 3:00,1.4,0,0.1,0,1021.4,1023.9,80.1,,
637,2020-01-09 4:00,1.6,303.4,1.2,0,1021.3,1023.8,75.1,,
637,2020-01-09 5:00,1.2,289.3,2.3,0,1021.4,1023.9,77.5,,
637,2020-01-09 6:00,1,279.3,1.7,0,1021.6,1024.1,79.1,,
637,2020-01-09 7:00,1,296,2.7,0,1022.2,1024.7,78.3,,
637,2020-01-09 8:00,0.7,284.5,2.5,0,1022.1,1024.6,78.1,,
637,2020-01-09 9:00,0.8,292.6,3.4,0,1022.6,1025.1,74.1,,
637,2020-01-09 10:00,0.9,294.8,3.7,0,1023.1,1025.6,75.2,,
637,2020-01-09 11:00,1.6,293.9,4.6,0,1023.4,1025.9,71.1,,
637,2020-01-09 12:00,2.2,290.5,3.7,0,1022.6,1025.1,69.4,,
637,2020-01-09 13:00,1.9,301,3.5,0,1021.8,1024.3,69,,
637,2020-01-09 14:00,2.1,296,3.9,0,1021.3,1023.8,70.8,,
637,2020-01-09 15:00,2.2,298.5,3,0,1021.4,1023.9,69.8,,
637,2020-01-09 16:00,1.6,299.6,3.2,0,1021.7,1024.2,71.7,,
637,2020-01-09 17:00,1.1,290.3,2.6,0,1022.1,1024.6,72.3,,
637,2020-01-09 18:00,0.3,287.6,2.1,0,1022.3,1024.8,76.6,,
637,2020-01-09 19:00,-0.1,275.9,1.4,0,1022.7,1025.2,79.2,,
637,2020-01-09 20:00,-1,250.7,0.8,0,1022.9,1025.4,85.2,,
637,2020-01-09 21:00,-1.3,0,0.3,0,1023.2,1025.7,90,,
637,2020-01-09 22:00,-2.5,236.7,0.7,0,1023.6,1026.1,94.4,,
637,2020-01-09 23:00,-2.5,232.4,0.6,0,1023.6,1026.1,95.1,,
637,2020-01-10 0:00,-1.9,0,0,0,1023.3,1025.8,93.2,,
637,2020-01-10 1:00,-2.7,0,0,0,1023.4,1025.9,97.9,,
637,2020-01-10 2:00,-2.8,223.3,0.8,0,1023.4,1025.9,99.1,,
637,2020-01-10 3:00,-3.4,263.8,0.7,0,1023.5,1026,99.3,,
637,2020-01-10 4:00,-2.9,301.7,0.8,0,1023.1,1025.6,99.1,,
637,2020-01-10 5:00,-3.8,275.2,0.8,0,1022.7,1025.2,98.3,,
637,2020-01-10 6:00,-3.6,214.1,0.5,0,1022.5,1025,98.7,,
637,2020-01-10 7:00,-3.4,230.1,1.2,0,1023.1,1025.6,99.2,,
637,2020-01-10 8:00,-3.6,202.1,0.6,0,1022.9,1025.4,99.4,,
637,2020-01-10 9:00,-2.7,221.3,0.9,0,1023.6,1026.1,99.6,,
637,2020-01-10 10:00,-1.4,211.3,0.9,0,1024.1,1026.6,97.3,,
637,2020-01-10 11:00,0.9,122.4,0.9,0,1023.4,1025.9,86.1,,
637,2020-01-10 12:00,1.4,176.4,0.6,0,1022.2,1024.7,74.7,,
637,2020-01-10 13:00,2.8,48.4,1.7,0,1020.9,1023.4,69,,
637,2020-01-10 14:00,3.1,4.9,1.3,0,1020.9,1023.4,66.4,,
637,2020-01-10 15:00,4,291.2,1.6,0,1020.9,1023.3,56.9,,
637,2020-01-10 16:00,3.9,316.4,1.9,0,1020.5,1022.9,49.8,,
637,2020-01-10 17:00,3.2,299,2.7,0,1020.9,1023.4,55.6,,
637,2020-01-10 18:00,1.8,298.3,1.3,0,1021.1,1023.6,69,,
637,2020-01-10 19:00,0.8,268.2,0.5,0,1020.9,1023.4,72.1,,
637,2020-01-10 20:00,0.2,0,0,0,1020.8,1023.3,76.3,,
637,2020-01-10 21:00,-0.8,256.5,1.2,0,1020.3,1022.8,84.4,,
637,2020-01-10 22:00,0.4,280.4,1.3,0,1020.7,1023.2,79.6,,
637,2020-01-10 23:00,-1,0,0.3,0,1020.6,1023.1,87.9,,
637,2020-01-11 0:00,-1.6,232.9,0.8,0,1020.1,1022.6,92.9,,
637,2020-01-11 1:00,-1.6,199.8,1.1,0,1020.1,1022.6,95.7,,
637,2020-01-11 2:00,-1.7,198.4,0.9,0,1019.8,1022.3,95.4,,
637,2020-01-11 3:00,-1.8,188.2,1.5,0,1019.5,1022,97.1,,
637,2020-01-11 4:00,-2.1,210.6,1.4,0,1019.1,1021.6,95.7,,
637,2020-01-11 5:00,-1.3,190.5,1.1,0,1019.3,1021.8,93.6,,
637,2020-01-11 6:00,-1.3,179.8,1.2,0,1019.1,1021.6,93.7,,
637,2020-01-11 7:00,-2.2,140.6,0.7,0,1019.3,1021.8,96.7,,
637,2020-01-11 8:00,-1.9,145.2,0.7,0,1019.3,1021.8,98.8,,
637,2020-01-11 9:00,-0.7,0,0.3,0,1019.9,1022.4,98.9,,
637,2020-01-11 10:00,0.8,0,0,0,1020.2,1022.7,93.3,,
637,2020-01-11 11:00,2.2,81.7,1,0,1020.3,1022.8,85.9,,
637,2020-01-11 12:00,3.4,196.2,0.5,0,1019.3,1021.7,73.7,,
637,2020-01-11 13:00,4.2,42.8,1.8,0,1018.2,1020.6,68.5,,
637,2020-01-11 14:00,4.7,318,2,0,1017.3,1019.7,63.1,,
637,2020-01-11 15:00,4.5,313.6,2.2,0,1017.1,1019.5,66,,
637,2020-01-11 16:00,3.9,317.3,2.2,0,1017.1,1019.5,64,,
637,2020-01-11 17:00,2.8,311.9,2.1,0,1016.9,1019.3,66.4,,
637,2020-01-11 18:00,1.6,315.5,2.5,0,1017,1019.5,69.1,,
637,2020-01-11 19:00,1.3,311.8,1.7,0,1017,1019.5,72.3,,
637,2020-01-11 20:00,-0.4,222,0.5,0,1017.2,1019.7,83.4,,
637,2020-01-11 21:00,0,236.3,0.9,0,1017.1,1019.6,80.6,,
637,2020-01-11 22:00,-0.1,223.1,1,0,1017.3,1019.8,85.1,,
637,2020-01-11 23:00,-0.2,228.6,1.1,0,1017.2,1019.7,85.2,,
637,2020-01-12 0:00,0.6,254.7,1.2,0,1016.6,1019.1,76.7,,
637,2020-01-12 1:00,0.5,276.8,1.2,0,1016.6,1019.1,78.7,,
637,2020-01-12 2:00,0.4,266.6,1.7,0,1016.4,1018.9,78.7,,
637,2020-01-12 3:00,0.1,267.1,1.4,0,1016.2,1018.7,77.9,,
637,2020-01-12 4:00,-0.2,260.8,1.1,0,1015.7,1018.2,79.9,,
637,2020-01-12 5:00,-1,243.9,1,0,1015.4,1017.9,83.3,,
637,2020-01-12 6:00,-0.9,261.3,1.5,0,1015.6,1018.1,78,,
637,2020-01-12 7:00,-1.4,258.9,1.5,0,1015.8,1018.3,82.6,,
637,2020-01-12 8:00,-0.5,291.7,1.9,0,1016.1,1018.6,76.8,,
637,2020-01-12 9:00,0.1,0,0.4,0,1016.5,1019,76.3,,
637,2020-01-12 10:00,0.9,0,0.4,0,1017.1,1019.6,74.1,,
637,2020-01-12 11:00,1.1,52.2,1.3,0,1017.3,1019.8,71.2,,
637,2020-01-12 12:00,2.3,61,1.4,0,1016.4,1018.9,67.2,,
637,2020-01-12 13:00,3.1,311.3,3,0,1015.8,1018.2,58.8,,
637,2020-01-12 14:00,3.1,289.9,4.1,0,1015.4,1017.8,54,,
637,2020-01-12 15:00,3.2,298.5,4.9,0,1015.4,1017.8,57.5,,
637,2020-01-12 16:00,2.3,298.4,4.3,0,1015.7,1018.1,65.1,,
637,2020-01-12 17:00,2.1,295.7,3.9,0,1015.9,1018.4,67.4,,
637,2020-01-12 18:00,1.6,289.9,2.7,0,1016.3,1018.8,69.2,,
637,2020-01-12 19:00,0.5,238.3,1.1,0,1016.7,1019.2,76,,
637,2020-01-12 20:00,-0.3,238.3,1.5,0,1017.3,1019.8,81.3,,
637,2020-01-12 21:00,0.3,252,1.3,0,1017.8,1020.3,74.9,,
637,2020-01-12 22:00,0.7,254.7,1.1,0,1018.3,1020.8,73.2,,
637,2020-01-12 23:00,1.3,286.7,2.5,0,1018.6,1021.1,69.1,,
637,2020-01-13 0:00,1,271.7,1.7,0,1018.2,1020.7,70.7,,
637,2020-01-13 1:00,1,278.5,1.6,0,1018.1,1020.6,71.9,,
637,2020-01-13 2:00,0.5,27.2,0.8,0,1018.1,1020.6,74.8,,
637,2020-01-13 3:00,0.3,0,0.4,0,1018.8,1021.3,74.7,,
637,2020-01-13 4:00,0,22.7,2,0,1018.5,1021,73.4,,
637,2020-01-13 5:00,-0.3,85.7,0.6,0,1018.8,1021.3,77.1,,
637,2020-01-13 6:00,-0.5,27,0.5,0,1019.2,1021.7,80.8,,
637,2020-01-13 7:00,-0.9,0,0.2,0,1019.9,1022.4,85.6,,
637,2020-01-13 8:00,-1,212.2,1,0,1020.2,1022.7,89.2,,
637,2020-01-13 9:00,-0.6,242.1,1.5,0,1020.7,1023.2,87.7,,
637,2020-01-13 10:00,0.5,302.8,4.3,0,1021.6,1024.1,68.7,,
637,2020-01-13 11:00,0.9,309.2,3.8,0,1022.1,1024.6,57,,
637,2020-01-13 12:00,0.2,316.2,3.8,0,1022,1024.5,61.2,,
637,2020-01-13 13:00,1,304.2,4,0,1021.5,1024,58.7,,
637,2020-01-13 14:00,0.8,315.1,3.4,0,1021.7,1024.2,49.5,,
637,2020-01-13 15:00,0.8,305.8,3.3,0,1021.9,1024.4,49.1,,
637,2020-01-13 16:00,0.5,313.7,2.6,0,1021.6,1024.1,49.8,,
637,2020-01-13 17:00,-0.1,297.3,4,0,1021.7,1024.2,48.7,,
637,2020-01-13 18:00,-0.9,295.4,2.5,0,1022.3,1024.8,57.9,,
637,2020-01-13 19:00,-1.4,298.8,1.5,0,1022.9,1025.4,63.1,,
637,2020-01-13 20:00,-1.8,0,0.3,0,1023.1,1025.6,65.4,,
637,2020-01-13 21:00,-3,228.7,0.9,0,1023.2,1025.7,74.6,,
637,2020-01-13 22:00,-3,162,0.8,0,1023.3,1025.8,74.9,,
637,2020-01-13 23:00,-2.5,210.8,1.2,0,1023.9,1026.4,82,,
637,2020-01-14 0:00,-2.5,146.2,0.8,0,1023.3,1025.8,83.6,,
637,2020-01-14 1:00,-2.7,0,0.4,0,1023,1025.5,87.1,,
637,2020-01-14 2:00,-2.9,205.8,1.3,0,1023.2,1025.7,86.2,,
637,2020-01-14 3:00,-3.1,195.6,0.9,0,1023.1,1025.6,89.8,,
637,2020-01-14 4:00,-2.9,221.7,0.5,0,1023.3,1025.8,89.6,,
637,2020-01-14 5:00,-3.5,185.5,0.5,0,1022.8,1025.3,89,,
637,2020-01-14 6:00,-4.6,0,0.2,0,1023.3,1025.8,94.8,,
637,2020-01-14 7:00,-3.4,156.4,0.6,0,1023.1,1025.6,92.2,,
637,2020-01-14 8:00,-3.3,290.7,1.2,0,1022.9,1025.4,88.4,,
637,2020-01-14 9:00,-2.7,159.7,0.5,0,1023.4,1025.9,86.8,,
637,2020-01-14 10:00,-1.4,0,0.1,0,1024,1026.5,79.7,,
637,2020-01-14 11:00,-0.1,94.6,1.1,0,1024.2,1026.7,81.2,,
637,2020-01-14 12:00,0.9,0,0.2,0,1023.5,1026,72.5,,
637,2020-01-14 13:00,1.6,236.7,0.7,0,1022.8,1025.3,56.7,,
637,2020-01-14 14:00,2.4,85.1,1.1,0,1022.4,1024.9,58.8,,
637,2020-01-14 15:00,3.3,346.7,1.3,0,1022.5,1025,52.4,,
637,2020-01-14 16:00,2.7,321.9,1.1,0,1022.9,1025.4,55.7,,
637,2020-01-14 17:00,1.6,300.5,2.1,0,1023.4,1025.9,66.8,,
