,MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
227,2019-04-25 14:00,2,2,2019-04-26 14:00,0,4.1000000000000005,2019-04-27 14:00,0,0.1
228,2019-04-25 14:30,2,2,2019-04-26 14:30,0,4.8,2019-04-27 14:30,0,0.1
229,2019-04-25 19:00,2,1,2019-04-26 19:00,0,5.4,2019-04-27 19:00,0,0.1
230,2019-04-25 21:30,2,3,2019-04-26 21:30,0,0.6,2019-04-27 21:30,0,0.1
231,2019-04-25 22:00,1,1,2019-04-26 22:00,0,1.9,2019-04-27 22:00,0,0.0
232,2019-04-26 9:00,2,3,2019-04-27 9:00,0,0.1,2019-04-28 9:00,0,0.3
233,2019-04-26 9:30,2,1,2019-04-27 9:30,0,0.2,2019-04-28 9:30,0,0.1
234,2019-04-26 11:00,1,1,2019-04-27 11:00,0,0.0,2019-04-28 11:00,0,0.4
235,2019-04-26 14:00,2,1,2019-04-27 14:00,0,0.0,2019-04-28 14:00,0,0.8
236,2019-04-26 15:30,1,2,2019-04-27 15:30,0,0.0,2019-04-28 15:30,0,1.0999999999999999
237,2019-04-26 15:30,2,1,2019-04-27 15:30,0,0.0,2019-04-28 15:30,0,1.3
238,2019-04-26 20:00,1,3,2019-04-27 20:00,0,0.3,2019-04-28 20:00,0,0.2
239,2019-04-26 22:00,2,2,2019-04-27 22:00,0,0.0,2019-04-28 22:00,0,0.0
240,2019-04-27 1:00,2,2,2019-04-28 1:00,0,0.2,2019-04-29 1:00,0,2.6
241,2019-04-27 2:00,1,3,2019-04-28 2:00,0,0.2,2019-04-29 2:00,0,6.6000000000000005
242,2019-04-27 3:30,2,1,2019-04-28 3:30,0,0.0,2019-04-29 3:30,0,2.6
243,2019-04-27 4:00,1,1,2019-04-28 4:00,0,0.2,2019-04-29 4:00,0,1.7000000000000002
244,2019-04-27 7:00,2,1,2019-04-28 7:00,0,0.1,2019-04-29 7:00,0,0.8999999999999999
245,2019-04-27 9:30,1,2,2019-04-28 9:30,0,0.1,2019-04-29 9:30,0,1.6
246,2019-04-27 12:00,2,1,2019-04-28 12:00,0,0.5,2019-04-29 12:00,0,0.7000000000000001
247,2019-04-27 18:00,2,1,2019-04-28 18:00,0,0.6,2019-04-29 18:00,0,0.8
248,2019-04-27 21:30,1,2,2019-04-28 21:30,0,0.0,2019-04-29 21:30,0,1.4000000000000001
249,2019-04-27 22:30,2,3,2019-04-28 22:30,0,0.4,2019-04-29 22:30,0,1.2
250,2019-04-27 23:00,2,1,2019-04-28 23:00,0,0.0,2019-04-29 23:00,0,1.5
251,2019-04-28 0:30,2,3,2019-04-29 0:30,0,3.2,2019-04-30 0:30,0,0.1
252,2019-04-28 5:30,2,2,2019-04-29 5:30,0,0.5,2019-04-30 5:30,0,0.0
253,2019-04-28 6:00,1,1,2019-04-29 6:00,0,1.2,2019-04-30 6:00,0,0.1
254,2019-04-28 7:00,1,3,2019-04-29 7:00,0,3.4000000000000004,2019-04-30 7:00,0,0.1
255,2019-04-28 8:00,1,2,2019-04-29 8:00,0,2.1,2019-04-30 8:00,0,0.0
256,2019-04-28 8:30,2,1,2019-04-29 8:30,0,0.8999999999999999,2019-04-30 8:30,0,0.0
257,2019-04-28 8:30,2,3,2019-04-29 8:30,0,0.6,2019-04-30 8:30,0,0.1
258,2019-04-28 9:30,2,3,2019-04-29 9:30,0,0.2,2019-04-30 9:30,0,0.0
259,2019-04-28 14:30,2,1,2019-04-29 14:30,0,1.0,2019-04-30 14:30,0,0.0
260,2019-04-28 15:00,2,1,2019-04-29 15:00,0,0.8,2019-04-30 15:00,0,0.0
261,2019-04-28 16:00,2,2,2019-04-29 16:00,0,1.3,2019-04-30 16:00,0,0.0
262,2019-04-28 23:30,2,3,2019-04-29 23:30,0,1.5,2019-04-30 23:30,0,0.2
263,2019-04-29 0:30,1,3,2019-04-30 0:30,0,0.5,2019-05-01 0:30,0,0.1
264,2019-04-29 6:00,1,2,2019-04-30 6:00,0,0.1,2019-05-01 6:00,0,0.1
265,2019-04-29 10:30,1,1,2019-04-30 10:30,0,0.1,2019-05-01 10:30,0,0.0
