지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C)
129,서산,2019-01-03 12:00,1.3,,2.4,48,3.2,-8.5,1033.1,1036.4,1,2.03,5.7
129,서산,2019-01-03 13:00,2.6,,1.9,39,2.9,-9.9,1031.8,1035.1,1,1.98,7.4
129,서산,2019-01-03 14:00,3.9,,2,37,3,-9.4,1031.3,1034.6,1,1.82,7.4
129,서산,2019-01-03 15:00,3,,2.4,38,2.9,-9.9,1031.1,1034.4,1,1.51,5
129,서산,2019-01-03 16:00,2.9,,1.3,38,2.9,-10,1031.2,1034.5,1,1.06,2.3
129,서산,2019-01-03 17:00,1.7,,1.4,41,2.8,-10.1,1031.2,1034.5,1,.46,-.5
129,서산,2019-01-03 18:00,-1.3,,1.3,53,3,-9.6,1031.7,1035,.3,.03,-1.3
129,서산,2019-01-03 19:00,-1.3,,2.2,54,3,-9.4,1032.7,1036,,,-1.7
129,서산,2019-01-03 20:00,-2.4,,1.8,58,3,-9.5,1032.3,1035.7,,,-2.1
129,서산,2019-01-03 21:00,-4.3,,.2,67,3,-9.5,1032.3,1035.7,,,-2.6
129,서산,2019-01-03 22:00,-5.8,,.2,71,2.8,-10.2,1032.5,1035.9,,,-3.2
129,서산,2019-01-03 23:00,-6.3,,.4,75,2.9,-10,1032.2,1035.6,,,-3.4
129,서산,2019-01-04 00:00,-7.3,,0,77,2.7,-10.6,1032.3,1035.7,,,-3.8
129,서산,2019-01-04 01:00,-7.7,,.3,81,2.8,-10.3,1032,1035.4,,,-4.1
129,서산,2019-01-04 02:00,-7.3,,.7,83,3,-9.6,1031.5,1034.9,,,-4.4
129,서산,2019-01-04 03:00,-7.7,,.3,83,2.9,-10,1031.2,1034.6,,,-4.5
129,서산,2019-01-04 04:00,-7.8,,0,85,2.9,-9.8,1031,1034.4,,,-4.7
129,서산,2019-01-04 05:00,-7.7,,.3,87,3,-9.4,1030.5,1033.9,,,-4.9
129,서산,2019-01-04 06:00,-8.2,,0,86,2.8,-10.1,1029.9,1033.3,,,-5.1
129,서산,2019-01-04 07:00,-8,,.1,89,3,-9.4,1029.5,1032.9,,,-5.2
129,서산,2019-01-04 08:00,-7.5,,0,89,3.1,-9,1029.3,1032.7,0,0,-5.1
129,서산,2019-01-04 09:00,-6.2,,0,87,3.3,-8,1029.5,1032.9,.4,.24,-3.3
129,서산,2019-01-04 10:00,-2,,.8,80,4.2,-4.9,1029.2,1032.5,0,.39,-.8
129,서산,2019-01-04 11:00,.2,,.7,73,4.5,-4,1029.5,1032.8,0,.39,.2
129,서산,2019-01-04 12:00,1.3,,1.9,69,4.6,-3.7,1029.3,1032.6,0,.51,1.2
129,서산,2019-01-04 13:00,2.6,,1.8,61,4.5,-4.1,1028.2,1031.5,.1,.88,2.6
129,서산,2019-01-04 14:00,3.5,,1.1,59,4.6,-3.7,1027.1,1030.4,.3,.98,4
129,서산,2019-01-04 15:00,3.4,,1.9,61,4.8,-3.4,1026.7,1030,0,.65,2.2
129,서산,2019-01-04 16:00,3.2,,1.9,62,4.8,-3.3,1026.1,1029.4,0,.28,1.4
129,서산,2019-01-04 17:00,2.4,,1.6,66,4.8,-3.3,1025.9,1029.2,0,.17,-.2
129,서산,2019-01-04 18:00,-.1,,.3,74,4.5,-4.1,1025.3,1028.6,0,.02,-.8
129,서산,2019-01-04 19:00,-1.7,,.2,84,4.5,-4,1025.5,1028.8,,,-1
129,서산,2019-01-04 20:00,-2.2,,.7,85,4.4,-4.3,1025.2,1028.5,,,-1.4
129,서산,2019-01-04 21:00,-2.9,,.1,87,4.3,-4.7,1025.1,1028.4,,,-1.8
129,서산,2019-01-04 22:00,-3.2,,0,91,4.4,-4.4,1025,1028.3,,,-1.5
129,서산,2019-01-04 23:00,-1.8,,0,90,4.8,-3.2,1024.8,1028.1,,,-1
129,서산,2019-01-05 00:00,-2,,.4,91,4.8,-3.2,1024.3,1027.6,,,-1.2
129,서산,2019-01-05 01:00,-1.9,,.3,90,4.8,-3.3,1024.4,1027.7,,,-1.4
129,서산,2019-01-05 02:00,0,,.5,85,5.2,-2.2,1024.5,1027.8,,,-1.7
129,서산,2019-01-05 03:00,1.5,,3,74,5,-2.6,1024.5,1027.8,,,-1.5
129,서산,2019-01-05 04:00,0,,3.1,65,4,-5.8,1024.2,1027.5,,,-2.3
129,서산,2019-01-05 05:00,-1,,2,72,4.1,-5.4,1024.1,1027.4,,,-2.7
129,서산,2019-01-05 06:00,-1.8,,1.5,72,3.9,-6.1,1024.4,1027.7,,,-3.1
129,서산,2019-01-05 07:00,-1.8,,1.2,63,3.4,-7.9,1024.1,1027.4,,,-3.6
129,서산,2019-01-05 08:00,-2.4,,1.4,61,3.1,-8.9,1024.7,1028,0,.01,-3.7
129,서산,2019-01-05 09:00,-2,,1.6,62,3.3,-8.3,1025.5,1028.8,.7,.26,-2.3
129,서산,2019-01-05 10:00,-.3,,3.3,44,2.6,-11.1,1026.4,1029.7,1,.86,.3
129,서산,2019-01-05 11:00,.5,,3.2,38,2.4,-12.2,1026.5,1029.8,1,1.44,3.8
129,서산,2019-01-05 12:00,.9,,3.8,38,2.5,-11.8,1025.7,1029,1,1.64,5.8
129,서산,2019-01-05 13:00,.4,,4.2,39,2.5,-11.9,1025,1028.3,1,1.88,5.8
129,서산,2019-01-05 14:00,1,,3.9,33,2.2,-13.5,1024.4,1027.7,1,1.93,6.6
129,서산,2019-01-05 15:00,.8,,3.9,33,2.1,-13.6,1024.1,1027.4,1,1.62,4.2
129,서산,2019-01-05 16:00,.1,,3.4,34,2.1,-13.9,1024.1,1027.4,1,1.14,1.5
129,서산,2019-01-05 17:00,-.8,,2.4,39,2.3,-13,1023.9,1027.2,1,.51,-.9
129,서산,2019-01-05 18:00,-2.2,,1.8,43,2.2,-13.1,1023.7,1027,.3,.04,-1.7
129,서산,2019-01-05 19:00,-3.2,,.7,47,2.3,-12.9,1024.1,1027.4,,,-2.2
129,서산,2019-01-05 20:00,-5.6,,.6,57,2.3,-12.7,1024.3,1027.7,,,-2.9
129,서산,2019-01-05 21:00,-6.5,,.9,62,2.3,-12.5,1024.8,1028.2,,,-3.3
129,서산,2019-01-05 22:00,-7,,.2,67,2.4,-12.1,1025.5,1028.9,,,-3.7
129,서산,2019-01-05 23:00,-7,,1.1,66,2.4,-12.2,1025.1,1028.5,,,-4
129,서산,2019-01-06 00:00,-8.2,,.4,72,2.4,-12.3,1025.2,1028.6,,,-4.4
129,서산,2019-01-06 01:00,-5.7,,1.4,66,2.6,-11,1025.1,1028.5,,,-4.3
129,서산,2019-01-06 02:00,-3.7,,1.2,56,2.6,-11.2,1025.4,1028.8,,,-3.5
129,서산,2019-01-06 03:00,-6.6,,.6,71,2.7,-10.9,1025.6,1029,,,-4.1
129,서산,2019-01-06 04:00,-6.1,,.6,67,2.6,-11.2,1025.5,1028.9,,,-4.7
129,서산,2019-01-06 05:00,-8.2,,.5,73,2.4,-12.1,1025,1028.4,,,-5.1
129,서산,2019-01-06 06:00,-7.8,,.2,77,2.6,-11.1,1024.8,1028.2,,,-4.3
129,서산,2019-01-06 07:00,-7.6,,.5,80,2.8,-10.4,1025.6,1029,,,-3.9
129,서산,2019-01-06 08:00,-6.5,,1.9,73,2.8,-10.5,1026,1029.4,0,0,-3.9
129,서산,2019-01-06 09:00,-6,,0,77,3,-9.3,1026.5,1029.9,.1,.19,-2.9
129,서산,2019-01-06 10:00,-3.3,,.3,60,2.9,-9.9,1026.7,1030.1,1,.64,-.6
129,서산,2019-01-06 11:00,-1,,1.4,49,2.8,-10.3,1026.4,1029.7,1,1.24,3.3
129,서산,2019-01-06 12:00,1.1,,1,40,2.6,-11,1026.2,1029.5,1,1.75,6.7
129,서산,2019-01-06 13:00,2.4,,1,33,2.4,-12.2,1025.1,1028.4,1,1.93,8.4
129,서산,2019-01-06 14:00,3.9,,2.1,36,2.9,-9.8,1025,1028.3,1,1.83,8.1
129,서산,2019-01-06 15:00,3.3,,2.5,35,2.7,-10.7,1025,1028.3,1,1.57,5.9
129,서산,2019-01-06 16:00,2.6,,3.1,41,3,-9.3,1025.4,1028.7,1,1.09,2.6
129,서산,2019-01-06 17:00,1.3,,2.2,51,3.4,-7.7,1025.5,1028.8,1,.5,-1
129,서산,2019-01-06 18:00,-.9,,1,63,3.6,-7,1026.1,1029.4,.3,.04,-1.5
129,서산,2019-01-06 19:00,-2.6,,.1,71,3.6,-7.1,1026.2,1029.5,,,-2.1
129,서산,2019-01-06 20:00,-3.9,,.5,76,3.5,-7.5,1026.1,1029.5,,,-2.5
129,서산,2019-01-06 21:00,-4.8,,.1,79,3.4,-7.8,1026.4,1029.8,,,-2.8
129,서산,2019-01-06 22:00,-5.9,,0,81,3.2,-8.6,1026.4,1029.8,,,-3.2
129,서산,2019-01-06 23:00,-6.2,,.1,85,3.3,-8.3,1026.1,1029.5,,,-3.5
129,서산,2019-01-07 00:00,-6.6,,.1,86,3.2,-8.5,1025.8,1029.2,,,-3.9
129,서산,2019-01-07 01:00,-7,,.5,89,3.2,-8.5,1025.9,1029.3,,,-4.1
129,서산,2019-01-07 02:00,-7.9,,.3,90,3,-9.2,1026.4,1029.8,,,-4.4
129,서산,2019-01-07 03:00,-7.3,,.4,91,3.2,-8.5,1026.6,1030,,,-4.6
129,서산,2019-01-07 04:00,-8.2,,.6,90,3,-9.5,1026.6,1030,,,-4.9
129,서산,2019-01-07 05:00,-7.8,,.9,92,3.1,-8.8,1026,1029.4,,,-4.9
129,서산,2019-01-07 06:00,-8.1,,.4,91,3,-9.3,1025.9,1029.3,,,-5.1
129,서산,2019-01-07 07:00,-7.8,,.3,93,3.2,-8.7,1026.4,1029.8,,,-5.2
129,서산,2019-01-07 08:00,-8,,.3,90,3,-9.3,1026.4,1029.8,0,0,-5.1
129,서산,2019-01-07 09:00,-5.3,,.3,91,3.8,-6.5,1026.7,1030.1,0,.13,-2.6
129,서산,2019-01-07 10:00,-2.1,,.1,81,4.2,-4.9,1026.9,1030.2,.5,.54,-.3
129,서산,2019-01-07 11:00,1.5,,.8,72,4.9,-3,1026.7,1030,1,1.23,3.6
129,서산,2019-01-07 12:00,2.8,,1.1,56,4.2,-5.1,1025.9,1029.2,1,1.67,6.7
129,서산,2019-01-07 13:00,3.7,,.7,54,4.3,-4.7,1025.3,1028.6,.8,1.29,5.6
129,서산,2019-01-07 14:00,4.5,,2.7,52,4.4,-4.5,1024.9,1028.1,.9,1.38,7.1
129,서산,2019-01-07 15:00,4.1,,3.2,51,4.2,-5.1,1025.1,1028.4,1,1.39,6.1
129,서산,2019-01-07 16:00,3.5,,2.4,55,4.3,-4.7,1024.9,1028.2,.8,.81,4.2
129,서산,2019-01-07 17:00,2.2,,1.4,61,4.4,-4.5,1025.1,1028.4,.2,.25,.5
129,서산,2019-01-07 18:00,1.3,,.7,65,4.4,-4.5,1024.8,1028.1,0,.02,-.8
129,서산,2019-01-07 19:00,0,,0,73,4.5,-4.2,1024.6,1027.9,,,-1.1
129,서산,2019-01-07 20:00,-1.6,,.5,79,4.3,-4.7,1025,1028.3,,,-1.6
129,서산,2019-01-07 21:00,-1.8,,.4,79,4.2,-4.9,1024.8,1028.1,,,-1.4
129,서산,2019-01-07 22:00,-2.3,,0,84,4.3,-4.6,1024.8,1028.1,,,-1.3
129,서산,2019-01-07 23:00,-2.7,,.1,84,4.2,-5,1025,1028.3,,,-1.6
129,서산,2019-01-08 00:00,-3.8,,.4,88,4.1,-5.5,1024.8,1028.2,,,-2.3
129,서산,2019-01-08 01:00,-4.7,,.8,89,3.8,-6.2,1024.7,1028.1,,,-2.6
129,서산,2019-01-08 02:00,-5.2,,.4,91,3.8,-6.4,1025.1,1028.5,,,-3
129,서산,2019-01-08 03:00,-5.4,,0,93,3.8,-6.3,1025.4,1028.8,,,-3.3
129,서산,2019-01-08 04:00,-6,,.5,92,3.6,-7,1025.3,1028.7,,,-3.7
129,서산,2019-01-08 05:00,-3.1,,1.7,69,3.4,-7.9,1025,1028.3,,,-3.6
129,서산,2019-01-08 06:00,-5.1,,.4,77,3.2,-8.5,1025.1,1028.5,,,-4.2
129,서산,2019-01-08 07:00,-5.8,,.1,79,3.1,-8.8,1025.2,1028.6,,,-4.4
129,서산,2019-01-08 08:00,-5.8,,.6,82,3.3,-8.3,1025.6,1029,0,0,-4.4
129,서산,2019-01-08 09:00,-5,,.1,81,3.4,-7.7,1025.9,1029.3,.2,.2,-2.9
129,서산,2019-01-08 10:00,-.3,,.1,59,3.5,-7.3,1026.4,1029.7,.8,.9,-.1
129,서산,2019-01-08 11:00,.9,,4.9,38,2.5,-11.8,1026.5,1029.8,1,1.59,4.1
129,서산,2019-01-08 12:00,1.4,,4.6,43,2.9,-9.8,1025.9,1029.2,1,1.81,6.7
129,서산,2019-01-08 13:00,.8,,5.2,37,2.4,-12.2,1025.9,1029.2,1,1.99,7.6
129,서산,2019-01-08 14:00,1.5,,3.6,33,2.3,-13,1025.4,1028.7,1,1.93,7.8
129,서산,2019-01-08 15:00,.4,,4.6,35,2.2,-13.3,1026.2,1029.5,1,1.63,4.5
129,서산,2019-01-08 16:00,.3,,4.5,40,2.5,-11.7,1026.3,1029.6,1,1.03,1.5
129,서산,2019-01-08 17:00,-.4,,4.2,46,2.7,-10.6,1026.5,1029.8,.7,.38,-.7
129,서산,2019-01-08 18:00,-.8,,4.9,45,2.6,-11.2,1026.6,1029.9,0,.02,-1.4
129,서산,2019-01-08 19:00,-1.1,,6,42,2.4,-12.4,1027.2,1030.5,,,-1.8
129,서산,2019-01-08 20:00,-1.7,,5.2,49,2.6,-11,1027.7,1031,,,-1.8
129,서산,2019-01-08 21:00,-3.4,,5.7,45,2.1,-13.6,1028.8,1032.2,,,-2.7
129,서산,2019-01-08 22:00,-4.1,,2.7,48,2.2,-13.5,1029.1,1032.5,,,-3
129,서산,2019-01-08 23:00,-4.7,,2.6,46,2,-14.5,1029.5,1032.9,,,-3.5
129,서산,2019-01-09 00:00,-5.1,,1.3,46,1.9,-14.9,1029.7,1033.1,,,-3.6
129,서산,2019-01-09 01:00,-4.5,,3,41,1.8,-15.7,1030.2,1033.6,,,-3.6
129,서산,2019-01-09 02:00,-4.7,,2.8,41,1.8,-15.9,1030.7,1034.1,,,-3.7
129,서산,2019-01-09 03:00,-5.4,,1.4,46,1.9,-15.2,1031.4,1034.8,,,-4
129,서산,2019-01-09 04:00,-5.9,,.9,45,1.8,-15.9,1032.1,1035.5,,,-4.3
129,서산,2019-01-09 05:00,-7.8,,.8,54,1.8,-15.5,1032,1035.4,,,-5.2
129,서산,2019-01-09 06:00,-8.8,,.7,59,1.9,-15.3,1032.5,1035.9,,,-5.8
129,서산,2019-01-09 07:00,-9.5,,.5,64,1.9,-15,1032.1,1035.6,,,-6.3
129,서산,2019-01-09 08:00,-10.7,,.5,69,1.9,-15.2,1032.6,1036.1,0,0,-6.4
129,서산,2019-01-09 09:00,-6.8,,1.5,48,1.8,-16,1032.5,1035.9,.4,.22,-3.7
129,서산,2019-01-09 10:00,-4.7,,2,38,1.6,-16.8,1032.5,1035.9,.7,.69,-.6
129,서산,2019-01-09 11:00,-3.6,,2.3,34,1.6,-17.2,1032.3,1035.7,1,1.12,2.4
129,서산,2019-01-09 12:00,-2,,1.4,27,1.4,-18.5,1031.7,1035.1,1,1.52,5.5
129,서산,2019-01-09 13:00,-.7,,.8,26,1.5,-17.8,1030.5,1033.8,1,1.64,7.1
129,서산,2019-01-09 14:00,-.2,,1.2,24,1.5,-18.3,1029.5,1032.8,1,1.42,6.3
129,서산,2019-01-09 15:00,.5,,.7,22,1.4,-18.8,1029.3,1032.6,.9,1.24,4.5
129,서산,2019-01-09 16:00,1.1,,1.1,21,1.4,-18.8,1028.9,1032.2,1,.79,1.5
129,서산,2019-01-09 17:00,-.7,,1.6,39,2.3,-12.9,1028.4,1031.7,1,.45,-1
129,서산,2019-01-09 18:00,-2.7,,1.1,44,2.2,-13.2,1029.1,1032.5,0,.03,-2.1
129,서산,2019-01-09 19:00,-3.7,,1,47,2.2,-13.3,1028.2,1031.6,,,-2.5
129,서산,2019-01-09 20:00,-4.3,,.7,49,2.2,-13.4,1028.1,1031.5,,,-2.6
129,서산,2019-01-09 21:00,-4.9,,.1,54,2.3,-12.7,1027.8,1031.2,,,-3
129,서산,2019-01-09 22:00,-4.9,,0,61,2.6,-11.2,1027.8,1031.2,,,-2.1
129,서산,2019-01-09 23:00,-4,,.8,51,2.3,-12.6,1027,1030.4,,,-2.1
129,서산,2019-01-10 00:00,-4,,.5,59,2.7,-10.8,1026.3,1029.7,,,-2
129,서산,2019-01-10 01:00,-4.2,,.1,60,2.7,-10.8,1026.1,1029.5,,,-2.1
129,서산,2019-01-10 02:00,-3.8,,.2,63,2.9,-9.8,1026,1029.4,,,-2
129,서산,2019-01-10 03:00,-3.4,,.3,58,2.8,-10.4,1025.6,1029,,,-1.9
129,서산,2019-01-10 04:00,-3.8,,0,64,3,-9.6,1025.3,1028.7,,,-2.1
129,서산,2019-01-10 05:00,-3.4,,.2,63,3,-9.4,1024.5,1027.9,,,-1.9
129,서산,2019-01-10 06:00,-3.5,,.5,64,3,-9.3,1024.3,1027.7,,,-2.3
129,서산,2019-01-10 07:00,-3.5,,.5,67,3.2,-8.7,1024.4,1027.8,,,-2.1
129,서산,2019-01-10 08:00,-3.2,,.1,67,3.2,-8.4,1023.8,1027.1,0,0,-1.8
129,서산,2019-01-10 09:00,-2.6,,.9,66,3.3,-8,1024.3,1027.6,0,.06,-1.2
129,서산,2019-01-10 10:00,-1.2,,1.5,57,3.2,-8.6,1024.1,1027.4,0,.41,.6
129,서산,2019-01-10 11:00,-.5,,.9,56,3.3,-8.2,1024.4,1027.7,0,.46,.7
129,서산,2019-01-10 12:00,0,,1.7,56,3.4,-7.7,1023.5,1026.8,0,.28,.4
129,서산,2019-01-10 13:00,.1,,2.1,62,3.8,-6.3,1022.5,1025.8,0,.17,.3
129,서산,2019-01-10 14:00,-.1,,2.2,72,4.4,-4.5,1022.2,1025.5,0,.24,.4
129,서산,2019-01-10 15:00,-.4,.3,1.5,90,5.4,-1.8,1022.6,1025.9,0,.21,-.2
129,서산,2019-01-10 16:00,.2,,1.2,89,5.5,-1.4,1022.9,1026.2,.2,.45,.3
129,서산,2019-01-10 17:00,.4,,.1,85,5.4,-1.8,1022.6,1025.9,.6,.33,-.9
129,서산,2019-01-10 18:00,-2,0,0,92,4.9,-3.1,1023.1,1026.4,0,.05,-1.9
129,서산,2019-01-10 19:00,-2.6,,1.1,92,4.6,-3.7,1024.3,1027.6,,,-2
129,서산,2019-01-10 20:00,-2.1,,.3,97,5.1,-2.5,1024,1027.3,,,-1.4
129,서산,2019-01-10 21:00,-2,,.8,96,5.1,-2.5,1023.6,1026.9,,,-1.9
129,서산,2019-01-10 22:00,-2.1,,0,97,5.1,-2.5,1023.2,1026.5,,,-1.9
129,서산,2019-01-10 23:00,-2.3,,.6,97,5,-2.7,1023.3,1026.6,,,-1.6
129,서산,2019-01-11 00:00,-2.9,,.2,97,4.8,-3.3,1023.4,1026.7,,,-2.4
129,서산,2019-01-11 01:00,-2.7,,.3,97,4.9,-3.1,1023.8,1027.1,,,-1.7
129,서산,2019-01-11 02:00,-1.8,,.6,97,5.2,-2.2,1023.6,1026.9,,,-1.3
129,서산,2019-01-11 03:00,-1.3,,1,96,5.4,-1.8,1023.4,1026.7,,,-1.1
129,서산,2019-01-11 04:00,-1,,.4,95,5.4,-1.7,1023.2,1026.5,,,-1
129,서산,2019-01-11 05:00,-.4,,.4,90,5.4,-1.8,1023,1026.3,,,-.9
129,서산,2019-01-11 06:00,-.8,,.1,93,5.4,-1.7,1023.2,1026.5,,,-.9
129,서산,2019-01-11 07:00,-.5,,.7,93,5.5,-1.4,1023.7,1027,,,-.8
129,서산,2019-01-11 08:00,-.4,,.2,91,5.4,-1.6,1023.7,1027,0,0,-.8
129,서산,2019-01-11 09:00,-.4,,.5,91,5.4,-1.6,1023.7,1027,0,.1,-.8
129,서산,2019-01-11 10:00,2.2,,.4,77,5.5,-1.4,1023.7,1027,.1,.5,1
129,서산,2019-01-11 11:00,4.6,,1.5,59,5,-2.7,1023.7,1026.9,1,1.19,5.7
129,서산,2019-01-11 12:00,5.4,,1.6,54,4.9,-3.1,1023.6,1026.8,.9,1.44,6.3
129,서산,2019-01-11 13:00,6.7,,1.2,49,4.8,-3.2,1022,1025.2,.7,1.37,10.5
129,서산,2019-01-11 14:00,6.4,,.7,48,4.6,-3.8,1020.9,1024.1,1,1.52,8.1
129,서산,2019-01-11 15:00,6.5,,.8,45,4.3,-4.6,1020.8,1024,1,1.33,7.5
129,서산,2019-01-11 16:00,6,,2.3,50,4.7,-3.6,1020.6,1023.8,.7,.75,4.6
129,서산,2019-01-11 17:00,4.8,,2.4,54,4.6,-3.7,1020.7,1023.9,.2,.31,2.3
129,서산,2019-01-11 18:00,3.5,,1.3,60,4.7,-3.5,1021.3,1024.5,0,.02,.3
129,서산,2019-01-11 19:00,3.1,,1.1,64,4.9,-3,1021.3,1024.6,,,0
