MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-04-08 5:30,1,3,2019-04-09 5:30,0,0,2019-04-10 5:30,0,0.001850228
2019-04-08 8:00,2,1,2019-04-09 8:00,0,0,2019-04-10 8:00,0,0.000228047
2019-04-08 11:00,2,3,2019-04-09 11:00,0,0,2019-04-10 11:00,0,0.000685864
2019-04-08 12:00,2,2,2019-04-09 12:00,0,0,2019-04-10 12:00,0,0.000735623
2019-04-08 13:30,2,2,2019-04-09 13:30,0,0,2019-04-10 13:30,0,0.000499342
2019-04-08 17:30,2,3,2019-04-09 17:30,0,0.000107532,2019-04-10 17:30,0,0.000601779
2019-04-08 20:30,2,3,2019-04-09 20:30,0,0.001533949,2019-04-10 20:30,0,0.001059914
2019-04-08 23:00,2,1,2019-04-09 23:00,0,0.000481174,2019-04-10 23:00,0,0.001091821
2019-04-08 23:30,1,2,2019-04-09 23:30,0,0.00187828,2019-04-10 23:30,0,0.006966682
2019-04-09 1:00,2,3,2019-04-10 1:00,0,0.001274572,2019-04-11 1:00,0,0.001350179
2019-04-09 2:00,2,1,2019-04-10 2:00,0,0.000689031,2019-04-11 2:00,0,0.00030016
2019-04-09 2:30,1,1,2019-04-10 2:30,0,0.002351557,2019-04-11 2:30,0,0.001378066
2019-04-09 3:30,2,2,2019-04-10 3:30,0,0.001274572,2019-04-11 3:30,0,0.000574232
2019-04-09 4:30,2,3,2019-04-10 4:30,0,0.001274572,2019-04-11 4:30,0,0.000574232
2019-04-09 5:30,1,3,2019-04-10 5:30,0,0.001850228,2019-04-11 5:30,0,0.000579768
2019-04-09 8:30,2,2,2019-04-10 8:30,0,0.000646118,2019-04-11 8:30,0,0.000615022
2019-04-09 9:00,1,1,2019-04-10 9:00,0,0.001337712,2019-04-11 9:00,0,0.00085295
2019-04-09 9:30,1,1,2019-04-10 9:30,0,0.000903495,2019-04-11 9:30,0,0.000873607
2019-04-09 21:00,1,2,2019-04-10 21:00,0,0.001562108,2019-04-11 21:00,0,0.000155165
2019-04-10 1:00,2,2,2019-04-11 1:00,0,0.001350179,2019-04-12 1:00,0,0.000945807
2019-04-10 1:30,1,3,2019-04-11 1:30,0,0.000731696,2019-04-12 1:30,0,0.0008059
2019-04-10 2:00,2,2,2019-04-11 2:00,0,0.000750447,2019-04-12 2:00,0,0.001354213
2019-04-10 4:30,1,1,2019-04-11 4:30,0,0.00097799,2019-04-12 4:30,0,0.00208022
2019-04-10 6:30,2,3,2019-04-11 6:30,0,0.000589855,2019-04-12 6:30,0,0.000816656
2019-04-10 7:30,1,2,2019-04-11 7:30,0,0.001075685,2019-04-12 7:30,0,0.000683527
2019-04-10 10:00,1,1,2019-04-11 10:00,0,0.001364133,2019-04-12 10:00,0,0
2019-04-10 13:00,1,3,2019-04-11 13:00,0,0,2019-04-12 13:00,0,0
2019-04-10 13:00,2,1,2019-04-11 13:00,0,0,2019-04-12 13:00,0,0
2019-04-10 13:00,2,3,2019-04-11 13:00,0,0,2019-04-12 13:00,0,0
2019-04-10 16:30,1,1,2019-04-11 16:30,0,0,2019-04-12 16:30,0,0
2019-04-10 18:00,1,3,2019-04-11 18:00,0,0,2019-04-12 18:00,0,0
2019-04-10 18:00,2,3,2019-04-11 18:00,0,0,2019-04-12 18:00,0,0
2019-04-10 18:30,2,2,2019-04-11 18:30,0,0,2019-04-12 18:30,0,0
2019-04-10 20:30,2,2,2019-04-11 20:30,0,0.00016309,2019-04-12 20:30,0,0.000164983
2019-04-11 2:30,1,3,2019-04-12 2:30,0,0.00073153,2019-04-13 2:30,0,0.001680247
2019-04-11 3:00,2,2,2019-04-12 3:00,0,0.00128039,2019-04-13 3:00,0,0.002599474
2019-04-11 8:30,2,3,2019-04-12 8:30,0,7.90E-05,2019-04-13 8:30,0,0.000119909
2019-04-11 9:30,2,2,2019-04-12 9:30,0,7.22E-05,2019-04-13 9:30,0,0
2019-04-11 11:00,1,3,2019-04-12 11:00,0,0,2019-04-13 11:00,0,0
2019-04-11 11:30,2,2,2019-04-12 11:30,0,0,2019-04-13 11:30,0,0
2019-04-11 14:30,1,2,2019-04-12 14:30,0,0,2019-04-13 14:30,0,0
2019-04-11 15:30,2,1,2019-04-12 15:30,0,0,2019-04-13 15:30,0,0
2019-04-11 20:30,1,3,2019-04-12 20:30,0,0.000159539,2019-04-13 20:30,0,0
2019-04-11 20:30,2,2,2019-04-12 20:30,0,0.000164983,2019-04-13 20:30,0,0
2019-04-12 3:00,2,1,2019-04-13 3:00,0,0.000918645,2019-04-14 3:00,0,6.47E-05
2019-04-12 7:00,1,2,2019-04-13 7:00,0,0.000668137,2019-04-14 7:00,0,0.000154936
2019-04-12 14:30,1,2,2019-04-13 14:30,0,0,2019-04-14 14:30,0,0.000952884
2019-04-12 22:00,1,1,2019-04-13 22:00,0,8.19E-05,2019-04-14 22:00,0,0.000573465
2019-04-13 2:00,1,3,2019-04-14 2:00,0,0.000132545,2019-04-15 2:00,0,5.60E-05
2019-04-13 5:00,2,3,2019-04-14 5:00,0,0,2019-04-15 5:00,0,0.000556325
2019-04-13 7:00,1,3,2019-04-14 7:00,0,0.000146434,2019-04-15 7:00,0,0.00044347
2019-04-13 7:30,1,1,2019-04-14 7:30,0,0.000176397,2019-04-15 7:30,0,0.000498267
2019-04-13 11:00,2,2,2019-04-14 11:00,0,0.000548739,2019-04-15 11:00,0,0
2019-04-13 16:00,1,2,2019-04-14 16:00,0,0.000263864,2019-04-15 16:00,0,0
2019-04-13 19:00,2,1,2019-04-14 19:00,0,0,2019-04-15 19:00,0,0.000116774
2019-04-13 22:30,1,1,2019-04-14 22:30,0,1.91E-05,2019-04-15 22:30,0,0.000129616
2019-04-14 6:00,1,2,2019-04-15 6:00,0,0.000773886,2019-04-16 6:00,0,0.000456197
2019-04-14 8:30,2,2,2019-04-15 8:30,0,0.00015895,2019-04-16 8:30,0,0
2019-04-14 11:00,1,3,2019-04-15 11:00,0,0,2019-04-16 11:00,0,0
2019-04-14 11:30,1,1,2019-04-15 11:30,0,0,2019-04-16 11:30,0,0
2019-04-14 14:30,1,2,2019-04-15 14:30,0,0,2019-04-16 14:30,0,0
2019-04-14 15:30,1,3,2019-04-15 15:30,0,0,2019-04-16 15:30,0,0
2019-04-14 20:00,2,3,2019-04-15 20:00,0,0.00016522,2019-04-16 20:00,0,0
2019-04-15 0:30,2,1,2019-04-16 0:30,0,9.39E-05,2019-04-17 0:30,0,0.00010067
2019-04-15 0:30,2,3,2019-04-16 0:30,0,0.000113198,2019-04-17 0:30,0,0.000121313
2019-04-15 2:30,1,2,2019-04-16 2:30,0,0.000115818,2019-04-17 2:30,0,0.00016117
2019-04-15 4:00,2,2,2019-04-16 4:00,0,0.00011197,2019-04-17 4:00,0,0.000242038
2019-04-15 10:00,1,1,2019-04-16 10:00,0,0,2019-04-17 10:00,0,0
2019-04-15 13:00,2,3,2019-04-16 13:00,0,0,2019-04-17 13:00,0,0
2019-04-15 16:00,1,1,2019-04-16 16:00,0,0,2019-04-17 16:00,0,0
2019-04-15 17:00,1,3,2019-04-16 17:00,0,0,2019-04-17 17:00,0,0
2019-04-16 1:30,1,2,2019-04-17 1:30,0,0.000157668,2019-04-18 1:30,0,0.000606456
2019-04-16 4:00,1,3,2019-04-17 4:00,0,0.000234052,2019-04-18 4:00,0,0.000586744
2019-04-16 5:00,2,1,2019-04-17 5:00,0,5.91E-05,2019-04-18 5:00,0,0.000481999
2019-04-16 6:30,2,1,2019-04-17 6:30,0,8.47E-05,2019-04-18 6:30,0,0.000318297
2019-04-16 11:00,2,1,2019-04-17 11:00,0,0,2019-04-18 11:00,0,0.000140122
2019-04-16 14:00,1,1,2019-04-17 14:00,0,0,2019-04-18 14:00,0,0.000501926
2019-04-16 14:30,2,3,2019-04-17 14:30,0,0,2019-04-18 14:30,0,0.000287092
2019-04-16 19:30,2,2,2019-04-17 19:30,0,0.00012718,2019-04-18 19:30,0,0.000497544
2019-04-16 20:30,1,3,2019-04-17 20:30,0,0.000263513,2019-04-18 20:30,0,0.000516176
2019-04-17 0:00,2,1,2019-04-18 0:00,0,0.000164328,2019-04-19 0:00,0,0.008639539
2019-04-17 7:00,2,1,2019-04-18 7:00,0,0.000238219,2019-04-19 7:00,0,0.000504573
2019-04-17 8:30,2,3,2019-04-18 8:30,0,0.00034855,2019-04-19 8:30,0,0.000676344
2019-04-17 14:00,1,1,2019-04-18 14:00,0,0.000501926,2019-04-19 14:00,0,7.25E-05
2019-04-17 14:30,1,3,2019-04-18 14:30,0,0.000221343,2019-04-19 14:30,0,2.43E-05
2019-04-17 15:00,2,3,2019-04-18 15:00,0,0.000199352,2019-04-19 15:00,0,2.31E-05
2019-04-18 1:30,2,2,2019-04-19 1:30,0,0.00127759,2019-04-20 1:30,0,0.000325435
2019-04-18 3:00,1,1,2019-04-19 3:00,0,0.001041446,2019-04-20 3:00,0,0.001304929
2019-04-18 4:30,1,3,2019-04-19 4:30,0,0.001004402,2019-04-20 4:30,0,0.000473739
2019-04-18 11:30,2,1,2019-04-19 11:30,0,4.20E-05,2019-04-20 11:30,0,3.37E-05
2019-04-18 12:00,2,2,2019-04-19 12:00,0,3.90E-05,2019-04-20 12:00,0,4.06E-05
2019-04-18 14:00,2,1,2019-04-19 14:00,0,4.00E-05,2019-04-20 14:00,0,0
2019-04-18 16:30,2,2,2019-04-19 16:30,0,0,2019-04-20 16:30,0,1.59E-27
2019-04-18 22:00,1,2,2019-04-19 22:00,0,0.000173572,2019-04-20 22:00,0,0.000556852
2019-04-18 22:00,2,1,2019-04-19 22:00,0,0.000126391,2019-04-20 22:00,0,0.000166563
2019-04-18 23:00,2,3,2019-04-19 23:00,0,0.000159689,2019-04-20 23:00,0,0.000385739
2019-04-19 0:30,1,3,2019-04-20 0:30,0,0.000190069,2019-04-21 0:30,0,0.00044082
2019-04-19 1:30,2,1,2019-04-20 1:30,0,0.000118334,2019-04-21 1:30,0,0.000221389
2019-04-19 4:30,1,2,2019-04-20 4:30,0,0.000791615,2019-04-21 4:30,0,0.001067588
2019-04-19 8:30,1,3,2019-04-20 8:30,0,0.000218028,2019-04-21 8:30,0,0.000626644
2019-04-19 13:30,1,1,2019-04-20 13:30,0,4.88E-05,2019-04-21 13:30,0,0.000142851
2019-04-19 14:30,1,2,2019-04-20 14:30,0,0,2019-04-21 14:30,0,0.000132573
2019-04-19 16:30,1,1,2019-04-20 16:30,0,1.70E-27,2019-04-21 16:30,0,5.07E-05
2019-04-19 21:00,2,2,2019-04-20 21:00,0,0.003360643,2019-04-21 21:00,0,0.000462387
2019-04-20 0:00,2,2,2019-04-21 0:00,0,0.000634214,2019-04-22 0:00,0,0.000696313
2019-04-20 2:30,1,3,2019-04-21 2:30,0,0.000473739,2019-04-22 2:30,0,0.000525487
2019-04-20 3:00,2,3,2019-04-21 3:00,0,0.000554538,2019-04-22 3:00,0,0.000615107
2019-04-20 8:30,1,2,2019-04-21 8:30,0,0.001047009,2019-04-22 8:30,0,0.007375267
2019-04-20 10:30,2,1,2019-04-21 10:30,0,0.000155532,2019-04-22 10:30,0,0
2019-04-20 11:30,2,1,2019-04-21 11:30,0,0.000123955,2019-04-22 11:30,0,0
2019-04-20 11:30,2,3,2019-04-21 11:30,0,0.00033891,2019-04-22 11:30,0,0
2019-04-20 13:00,1,3,2019-04-21 13:00,0,0.000129592,2019-04-22 13:00,0,0
2019-04-20 18:00,2,3,2019-04-21 18:00,0,0.000168734,2019-04-22 18:00,0,0
2019-04-20 19:30,1,1,2019-04-21 19:30,0,0.000653215,2019-04-22 19:30,0,4.25E-05
2019-04-21 1:00,2,2,2019-04-22 1:00,0,0.000858406,2019-04-23 1:00,0,0.000503923
2019-04-21 1:30,1,2,2019-04-22 1:30,1,0.999646725,2019-04-23 1:30,0,0.000548573
2019-04-21 2:30,2,1,2019-04-22 2:30,0,0.000263922,2019-04-23 2:30,0,0.000199293
2019-04-21 5:30,1,3,2019-04-22 5:30,0,0.000607893,2019-04-23 5:30,0,0.000587492
2019-04-21 8:30,1,1,2019-04-22 8:30,0,0.009395015,2019-04-23 8:30,0,6.26E-05
2019-04-21 11:00,1,1,2019-04-22 11:00,0,0,2019-04-23 11:00,0,0
2019-04-21 13:30,1,1,2019-04-22 13:30,0,0,2019-04-23 13:30,0,0
2019-04-21 13:30,1,3,2019-04-22 13:30,0,0,2019-04-23 13:30,0,0
2019-04-21 18:30,1,1,2019-04-22 18:30,0,0,2019-04-23 18:30,0,0.000244762
2019-04-21 20:30,2,1,2019-04-22 20:30,0,4.45E-05,2019-04-23 20:30,0,0.00024226
2019-04-21 23:30,1,2,2019-04-22 23:30,0,0.000550248,2019-04-23 23:30,0,0.001378525
2019-04-22 0:00,2,1,2019-04-23 0:00,0,0.000210499,2019-04-24 0:00,0,0.000188619
2019-04-22 1:00,2,3,2019-04-23 1:00,0,0.000503923,2019-04-24 1:00,0,0.001268264
2019-04-22 7:30,1,3,2019-04-23 7:30,0,0.000129215,2019-04-24 7:30,0,0.00046565
2019-04-22 7:30,1,1,2019-04-23 7:30,0,0.000175399,2019-04-24 7:30,0,0.000980703
2019-04-22 8:30,1,1,2019-04-23 8:30,0,6.26E-05,2019-04-24 8:30,0,0.000427295
2019-04-22 12:00,1,2,2019-04-23 12:00,0,0,2019-04-24 12:00,0,0.000138053
2019-04-22 13:00,1,2,2019-04-23 13:00,0,0,2019-04-24 13:00,0,8.17E-05
2019-04-22 14:00,1,3,2019-04-23 14:00,0,0,2019-04-24 14:00,0,3.16E-05
2019-04-22 15:00,1,1,2019-04-23 15:00,0,0,2019-04-24 15:00,0,2.34E-05
2019-04-23 2:30,2,1,2019-04-24 2:30,0,0.000382634,2019-04-25 2:30,0,0.000294688
2019-04-23 3:00,2,3,2019-04-24 3:00,0,0.001268264,2019-04-25 3:00,0,0.001214801
2019-04-23 4:30,2,2,2019-04-24 4:30,0,0.001268264,2019-04-25 4:30,0,0.000981462
2019-04-23 7:30,1,1,2019-04-24 7:30,0,0.000980703,2019-04-25 7:30,0,0.001090256
2019-04-23 9:00,2,3,2019-04-24 9:00,0,0.000201722,2019-04-25 9:00,0,0.00033006
2019-04-23 9:30,2,2,2019-04-24 9:30,0,0.000211359,2019-04-25 9:30,0,0.000423469
2019-04-23 17:00,1,2,2019-04-24 17:00,0,3.58E-05,2019-04-25 17:00,0,0.000710272
2019-04-24 1:30,2,3,2019-04-25 1:30,0,0.000981462,2019-04-26 1:30,0,0.000705376
2019-04-24 1:30,1,1,2019-04-25 1:30,0,0.00142843,2019-04-26 1:30,0,0.001188309
2019-04-24 4:30,1,2,2019-04-25 4:30,0,0.001219593,2019-04-26 4:30,0,0.000628005
2019-04-24 6:00,2,3,2019-04-25 6:00,0,0.001277318,2019-04-26 6:00,1,0.542505962
2019-04-24 10:00,2,1,2019-04-25 10:00,0,0.00020272,2019-04-26 10:00,0,0.000195751
2019-04-24 16:00,2,1,2019-04-25 16:00,0,0.000198378,2019-04-26 16:00,0,0.199043401
2019-04-24 20:00,2,2,2019-04-25 20:00,1,0.548973149,2019-04-26 20:00,0,0.000438061
2019-04-25 0:00,2,2,2019-04-26 0:00,0,0.000664897,2019-04-27 0:00,0,0.002336116
2019-04-25 0:30,2,1,2019-04-26 0:30,0,0.000272504,2019-04-27 0:30,0,0.000696554
2019-04-25 1:30,2,1,2019-04-26 1:30,0,0.000302669,2019-04-27 1:30,0,0.000464819
2019-04-25 5:00,2,2,2019-04-26 5:00,0,0.00062708,2019-04-27 5:00,0,0.003236165
2019-04-25 7:30,1,2,2019-04-26 7:30,0,0.000527623,2019-04-27 7:30,0,0.000495429
2019-04-25 8:30,2,3,2019-04-26 8:30,0,0.000438061,2019-04-27 8:30,0,0.000987188
2019-04-25 14:00,2,2,2019-04-26 14:00,0,0.000490751,2019-04-27 14:00,0,0
2019-04-25 14:30,2,2,2019-04-26 14:30,0,0.000458895,2019-04-27 14:30,0,0
2019-04-25 19:00,2,1,2019-04-26 19:00,0,0.000187939,2019-04-27 19:00,0,0
2019-04-25 21:30,2,3,2019-04-26 21:30,0,0.000803576,2019-04-27 21:30,0,0.000264507
2019-04-25 22:00,1,1,2019-04-26 22:00,0,0.001517195,2019-04-27 22:00,0,0.000372782
2019-04-26 9:00,2,3,2019-04-27 9:00,0,0.000769472,2019-04-28 9:00,0,0.001035713
2019-04-26 9:30,2,1,2019-04-27 9:30,0,0.000136089,2019-04-28 9:30,0,0.000320215
2019-04-26 11:00,1,1,2019-04-27 11:00,0,0,2019-04-28 11:00,0,0.000147279
2019-04-26 14:00,2,1,2019-04-27 14:00,0,0,2019-04-28 14:00,0,0
2019-04-26 15:30,1,2,2019-04-27 15:30,0,0,2019-04-28 15:30,0,0
2019-04-26 15:30,2,1,2019-04-27 15:30,0,0,2019-04-28 15:30,0,0
2019-04-26 20:00,1,3,2019-04-27 20:00,0,0,2019-04-28 20:00,0,0.000126628
2019-04-26 22:00,2,2,2019-04-27 22:00,0,0.000359469,2019-04-28 22:00,0,0.000342499
2019-04-27 1:00,2,2,2019-04-28 1:00,0,0.000644132,2019-04-29 1:00,0,0.000635101
2019-04-27 2:00,1,3,2019-04-28 2:00,0,0.000485703,2019-04-29 2:00,0,0.000736964
2019-04-27 3:30,2,1,2019-04-28 3:30,0,0.00028244,2019-04-29 3:30,0,0.000282772
2019-04-27 4:00,1,1,2019-04-28 4:00,0,0.000691777,2019-04-29 4:00,0,0.000933724
2019-04-27 7:00,2,1,2019-04-28 7:00,0,0.000177255,2019-04-29 7:00,0,0.000333853
2019-04-27 9:30,1,2,2019-04-28 9:30,0,0.000958295,2019-04-29 9:30,0,0
2019-04-27 12:00,2,1,2019-04-28 12:00,0,0,2019-04-29 12:00,0,0
2019-04-27 18:00,2,1,2019-04-28 18:00,0,0,2019-04-29 18:00,0,0.000144798
2019-04-27 21:30,1,2,2019-04-28 21:30,0,0.0009466,2019-04-29 21:30,1,0.99962545
2019-04-27 22:30,2,3,2019-04-28 22:30,0,0.000526608,2019-04-29 22:30,0,0.000600963
2019-04-27 23:00,2,1,2019-04-28 23:00,0,0.000206323,2019-04-29 23:00,0,0.000257851
2019-04-28 0:30,2,3,2019-04-29 0:30,0,0.000581386,2019-04-30 0:30,0,0.000600963
2019-04-28 5:30,2,2,2019-04-29 5:30,0,0.000406821,2019-04-30 5:30,0,0.000474348
2019-04-28 6:00,1,1,2019-04-29 6:00,0,3.72E-05,2019-04-30 6:00,0,0.000912613
2019-04-28 7:00,1,3,2019-04-29 7:00,0,0.000692106,2019-04-30 7:00,0,0.000491946
2019-04-28 8:00,1,2,2019-04-29 8:00,0,0.000842982,2019-04-30 8:00,0,0.000404019
2019-04-28 8:30,2,1,2019-04-29 8:30,0,0.00030398,2019-04-30 8:30,0,0.000107241
2019-04-28 8:30,2,3,2019-04-29 8:30,0,0.000831253,2019-04-30 8:30,0,0.000294934
2019-04-28 9:30,2,3,2019-04-29 9:30,0,0,2019-04-30 9:30,0,0.000104861
2019-04-28 14:30,2,1,2019-04-29 14:30,0,0,2019-04-30 14:30,0,0
2019-04-28 15:00,2,1,2019-04-29 15:00,0,0,2019-04-30 15:00,0,0
2019-04-28 16:00,2,2,2019-04-29 16:00,0,0.000176534,2019-04-30 16:00,0,0
2019-04-28 23:30,2,3,2019-04-29 23:30,0,0.000600963,2019-04-30 23:30,0,0.000122535
2019-04-29 0:30,1,3,2019-04-30 0:30,0,0.000513403,2019-05-01 0:30,0,0.000204417
2019-04-29 6:00,1,2,2019-04-30 6:00,0,0.00077913,2019-05-01 6:00,0,0.000141348
2019-04-29 10:30,1,1,2019-04-30 10:30,0,3.84E-05,2019-05-01 10:30,0,4.25E-05
2019-04-29 12:30,2,3,2019-04-30 12:30,0,0,2019-05-01 12:30,0,0
2019-04-29 13:00,2,3,2019-04-30 13:00,0,0,2019-05-01 13:00,0,0
2019-04-29 15:30,2,1,2019-04-30 15:30,0,0,2019-05-01 15:30,0,0
2019-04-29 15:30,2,2,2019-04-30 15:30,0,0,2019-05-01 15:30,0,0
2019-04-29 17:30,1,2,2019-04-30 17:30,0,0,2019-05-01 17:30,0,0
2019-04-29 22:00,2,2,2019-04-30 22:00,0,0.000447647,2019-05-01 22:00,0,0.000670054
2019-04-30 0:00,2,2,2019-05-01 0:00,0,0.000255709,2019-05-02 0:00,0,0.000335616
2019-04-30 3:00,2,2,2019-05-01 3:00,0,0.000120396,2019-05-02 3:00,0,0.00071538
