MEA_DDHR,PLANT,LOC,X24H_TMA,X24H_COND_LOC,X24H_COND_LOC_PROB,X48H_TMA,X48H_COND_LOC,X48H_COND_LOC_PROB
2019-04-03 9:00,1,1,2019-04-04 9:00,0,0.425998672,2019-04-05 9:00,1,0.453170767
2019-04-03 10:00,2,1,2019-04-04 10:00,0,0.262587002,2019-04-05 10:00,0,0.427840534
2019-04-03 11:00,2,2,2019-04-04 11:00,0,0.268454727,2019-04-05 11:00,0,0.242101908
2019-04-03 11:30,1,2,2019-04-04 11:30,0,0.260164198,2019-04-05 11:30,0,0.419929031
2019-04-03 12:30,1,3,2019-04-04 12:30,0,0.272466172,2019-04-05 12:30,0,0.272466172
2019-04-03 17:00,2,2,2019-04-04 17:00,0,0.261929751,2019-04-05 17:00,0,0.261929751
2019-04-03 19:00,2,2,2019-04-04 19:00,0,0.260373082,2019-04-05 19:00,0,0.271095358
2019-04-03 19:30,2,1,2019-04-04 19:30,0,0.265190839,2019-04-05 19:30,0,0.273503737
2019-04-04 0:30,1,2,2019-04-05 0:30,0,0.258719759,2019-04-06 0:30,0,0.258719759
2019-04-04 4:30,2,1,2019-04-05 4:30,0,0.245198146,2019-04-06 4:30,0,0.271163962
2019-04-04 5:00,2,2,2019-04-05 5:00,0,0.448060583,2019-04-06 5:00,0,0.266277014
2019-04-04 6:00,1,1,2019-04-05 6:00,0,0.438792237,2019-04-06 6:00,0,0.264599406
2019-04-04 14:30,2,3,2019-04-05 14:30,0,0.259383485,2019-04-06 14:30,0,0.265586377
2019-04-04 18:00,2,3,2019-04-05 18:00,0,0.260373082,2019-04-06 18:00,0,0.248316293
2019-04-04 22:00,1,1,2019-04-05 22:00,0,0.262547582,2019-04-06 22:00,0,0.255322557
2019-04-04 23:00,1,1,2019-04-05 23:00,0,0.262547582,2019-04-06 23:00,0,0.255322557
2019-04-05 0:00,2,1,2019-04-06 0:00,0,0.273793471,2019-04-07 0:00,0,0.251439323
2019-04-05 0:30,1,1,2019-04-06 0:30,0,0.263517823,2019-04-07 0:30,0,0.251479597
2019-04-05 1:30,2,2,2019-04-06 1:30,0,0.242944686,2019-04-07 1:30,0,0.246787487
2019-04-05 2:00,1,2,2019-04-06 2:00,0,0.258719759,2019-04-07 2:00,0,0.246827262
2019-04-05 2:30,1,3,2019-04-06 2:30,0,0.262347502,2019-04-07 2:30,0,0.246827262
2019-04-05 4:30,2,1,2019-04-06 4:30,0,0.271163962,2019-04-07 4:30,0,0.25848724
2019-04-05 6:30,2,2,2019-04-06 6:30,0,0.261783258,2019-04-07 6:30,0,0.251349038
2019-04-05 8:00,1,3,2019-04-06 8:00,0,0.259788596,2019-04-07 8:00,0,0.244369589
2019-04-05 13:00,2,3,2019-04-06 13:00,0,0.259383485,2019-04-07 13:00,0,0.248316293
2019-04-05 15:30,1,3,2019-04-06 15:30,0,0.264318381,2019-04-07 15:30,0,0.26175713
2019-04-05 18:00,1,1,2019-04-06 18:00,0,0.255322557,2019-04-07 18:00,0,0.266591265
2019-04-05 18:00,2,3,2019-04-06 18:00,0,0.248316293,2019-04-07 18:00,0,0.261929751
2019-04-05 21:30,1,2,2019-04-06 21:30,0,0.250622932,2019-04-07 21:30,0,0.26175713
2019-04-06 0:30,1,1,2019-04-07 0:30,0,0.251479597,2019-04-08 0:30,0,0.267188594
2019-04-06 2:00,2,3,2019-04-07 2:00,0,0.244544156,2019-04-08 2:00,0,0.243056785
2019-04-06 2:00,1,2,2019-04-07 2:00,0,0.246827262,2019-04-08 2:00,0,0.247578695
2019-04-06 6:30,1,3,2019-04-07 6:30,0,0.256183949,2019-04-08 6:30,0,0.266795942
2019-04-06 12:00,2,3,2019-04-07 12:00,0,0.246063604,2019-04-08 12:00,0,0.261929751
2019-04-06 17:00,1,1,2019-04-07 17:00,0,0.26918257,2019-04-08 17:00,0,0.271305099
2019-04-06 18:00,1,3,2019-04-07 18:00,0,0.264318381,2019-04-08 18:00,0,0.275142687
2019-04-06 21:00,2,1,2019-04-07 21:00,0,0.264189471,2019-04-08 21:00,0,0.265190839
2019-04-06 22:30,1,3,2019-04-07 22:30,0,0.260201126,2019-04-08 22:30,0,0.26275257
2019-04-07 0:30,2,2,2019-04-08 0:30,0,0.256364093,2019-04-09 0:30,0,0.256364093
2019-04-07 2:30,2,2,2019-04-08 2:30,0,0.242944686,2019-04-09 2:30,0,0.256364093
2019-04-07 3:00,1,3,2019-04-08 3:00,0,0.256193867,2019-04-09 3:00,0,0.256193867
2019-04-07 3:00,2,1,2019-04-08 3:00,0,0.25859262,2019-04-09 3:00,0,0.26113386
2019-04-07 7:30,2,1,2019-04-08 7:30,0,0.260036598,2019-04-09 7:30,0,0.260036598
2019-04-07 12:00,1,1,2019-04-08 12:00,0,0.27290301,2019-04-09 12:00,0,0.280130224
2019-04-07 13:30,2,2,2019-04-08 13:30,0,0.274613606,2019-04-09 13:30,0,0.274613606
2019-04-07 13:30,2,3,2019-04-08 13:30,0,0.270030937,2019-04-09 13:30,0,0.265586377
2019-04-07 17:30,2,3,2019-04-08 17:30,0,0.261929751,2019-04-09 17:30,0,0.261929751
2019-04-08 1:30,1,1,2019-04-09 1:30,0,0.263517823,2019-04-10 1:30,0,0.267188594
2019-04-08 2:00,2,3,2019-04-09 2:00,0,0.242944686,2019-04-10 2:00,0,0.415612158
2019-04-08 2:00,1,3,2019-04-09 2:00,0,0.258719759,2019-04-10 2:00,0,0.440511809
2019-04-08 5:30,1,3,2019-04-09 5:30,0,0.256183949,2019-04-10 5:30,1,0.464688755
2019-04-08 8:00,2,1,2019-04-09 8:00,0,0.260036598,2019-04-10 8:00,1,0.453451416
2019-04-08 11:00,2,3,2019-04-09 11:00,0,0.257799954,2019-04-10 11:00,1,0.455303742
2019-04-08 12:00,2,2,2019-04-09 12:00,0,0.272692496,2019-04-10 12:00,0,0.449745206
2019-04-08 13:30,2,2,2019-04-09 13:30,0,0.274613606,2019-04-10 13:30,1,0.460543133
2019-04-08 17:30,2,3,2019-04-09 17:30,0,0.261929751,2019-04-10 17:30,0,0.264015751
2019-04-08 20:30,2,3,2019-04-09 20:30,0,0.432768203,2019-04-10 20:30,0,0.268590161
2019-04-08 23:00,2,1,2019-04-09 23:00,1,0.464629205,2019-04-10 23:00,1,0.471691649
2019-04-08 23:30,1,2,2019-04-09 23:30,0,0.447185928,2019-04-10 23:30,1,0.458531862
2019-04-09 1:00,2,3,2019-04-10 1:00,0,0.415612158,2019-04-11 1:00,0,0.43774171
2019-04-09 2:00,2,1,2019-04-10 2:00,0,0.43922857,2019-04-11 2:00,1,0.474735435
2019-04-09 2:30,1,1,2019-04-10 2:30,0,0.436643118,2019-04-11 2:30,0,0.435646876
2019-04-09 3:30,2,2,2019-04-10 3:30,0,0.444154144,2019-04-11 3:30,0,0.434479682
2019-04-09 4:30,2,3,2019-04-10 4:30,0,0.412394084,2019-04-11 4:30,0,0.434479682
2019-04-09 5:30,1,3,2019-04-10 5:30,1,0.464688755,2019-04-11 5:30,1,0.460833633
2019-04-09 8:30,2,2,2019-04-10 8:30,0,0.438847903,2019-04-11 8:30,0,0.411767185
2019-04-09 9:00,1,1,2019-04-10 9:00,0,0.446514016,2019-04-11 9:00,1,0.451172302
2019-04-09 9:30,1,1,2019-04-10 9:30,1,0.459375393,2019-04-11 9:30,1,0.460132919
2019-04-09 21:00,1,2,2019-04-10 21:00,1,0.459711207,2019-04-11 21:00,0,0.260201126
2019-04-10 1:00,2,2,2019-04-11 1:00,0,0.443328157,2019-04-12 1:00,0,0.253853323
2019-04-10 1:30,1,3,2019-04-11 1:30,1,0.47674752,2019-04-12 1:30,0,0.262347502
2019-04-10 2:00,2,2,2019-04-11 2:00,1,0.466445794,2019-04-12 2:00,0,0.253853323
2019-04-10 4:30,1,1,2019-04-11 4:30,0,0.426721736,2019-04-12 4:30,0,0.258411455
2019-04-10 6:30,2,3,2019-04-11 6:30,0,0.426623631,2019-04-12 6:30,0,0.251349038
2019-04-10 7:30,1,2,2019-04-11 7:30,0,0.441883979,2019-04-12 7:30,0,0.258614346
2019-04-10 10:00,1,1,2019-04-11 10:00,1,0.464540948,2019-04-12 10:00,0,0.262414102
2019-04-10 13:00,1,3,2019-04-11 13:00,0,0.26175713,2019-04-12 13:00,0,0.272466172
2019-04-10 13:00,2,1,2019-04-11 13:00,0,0.266765922,2019-04-12 13:00,0,0.266765922
2019-04-10 13:00,2,3,2019-04-11 13:00,0,0.248316293,2019-04-12 13:00,0,0.261929751
2019-04-10 16:30,1,1,2019-04-11 16:30,0,0.255322557,2019-04-12 16:30,0,0.255322557
2019-04-10 18:00,1,3,2019-04-11 18:00,0,0.264318381,2019-04-12 18:00,0,0.267996245
2019-04-10 18:00,2,3,2019-04-11 18:00,0,0.248316293,2019-04-12 18:00,0,0.246063604
2019-04-10 18:30,2,2,2019-04-11 18:30,0,0.259383485,2019-04-12 18:30,0,0.259383485
2019-04-10 20:30,2,2,2019-04-11 20:30,0,0.248316293,2019-04-12 20:30,0,0.248316293
2019-04-11 2:30,1,3,2019-04-12 2:30,0,0.262347502,2019-04-13 2:30,1,0.456494808
2019-04-11 3:00,2,2,2019-04-12 3:00,0,0.419683719,2019-04-13 3:00,0,0.271244606
2019-04-11 8:30,2,3,2019-04-12 8:30,0,0.242101908,2019-04-13 8:30,0,0.244330082
2019-04-11 9:30,2,2,2019-04-12 9:30,0,0.255279949,2019-04-13 9:30,0,0.257799954
2019-04-11 11:00,1,3,2019-04-12 11:00,0,0.270881022,2019-04-13 11:00,0,0.244369589
2019-04-11 11:30,2,2,2019-04-12 11:30,0,0.248317206,2019-04-13 11:30,0,0.246064512
2019-04-11 14:30,1,2,2019-04-12 14:30,0,0.26175713,2019-04-13 14:30,0,0.26175713
2019-04-11 15:30,2,1,2019-04-12 15:30,0,0.266765922,2019-04-13 15:30,0,0.264189471
2019-04-11 20:30,1,3,2019-04-12 20:30,0,0.264318381,2019-04-13 20:30,0,0.26175713
2019-04-11 20:30,2,2,2019-04-12 20:30,0,0.248316293,2019-04-13 20:30,0,0.259383485
2019-04-12 3:00,2,1,2019-04-13 3:00,0,0.273793471,2019-04-14 3:00,0,0.261037848
2019-04-12 7:00,1,2,2019-04-13 7:00,0,0.430643981,2019-04-14 7:00,0,0.257629104
2019-04-12 14:30,1,2,2019-04-13 14:30,0,0.26175713,2019-04-14 14:30,0,0.42516823
2019-04-12 22:00,1,1,2019-04-13 22:00,0,0.255322557,2019-04-14 22:00,0,0.262547582
2019-04-13 2:00,1,3,2019-04-14 2:00,0,0.258719759,2019-04-15 2:00,0,0.266757547
2019-04-13 5:00,2,3,2019-04-14 5:00,0,0.242843595,2019-04-15 5:00,0,0.257426577
2019-04-13 7:00,1,3,2019-04-14 7:00,0,0.260164198,2019-04-15 7:00,0,0.437245191
2019-04-13 7:30,1,1,2019-04-14 7:30,0,0.25126147,2019-04-15 7:30,0,0.258411455
2019-04-13 11:00,2,2,2019-04-14 11:00,0,0.449290783,2019-04-15 11:00,0,0.255279949
2019-04-13 16:00,1,2,2019-04-14 16:00,1,0.461690376,2019-04-15 16:00,0,0.267996245
2019-04-13 19:00,2,1,2019-04-14 19:00,0,0.265190839,2019-04-15 19:00,0,0.250706336
2019-04-13 22:30,1,1,2019-04-14 22:30,0,0.26511379,2019-04-15 22:30,0,0.255322557
2019-04-14 6:00,1,2,2019-04-15 6:00,0,0.435657121,2019-04-16 6:00,0,0.268690856
2019-04-14 8:30,2,2,2019-04-15 8:30,0,0.244330082,2019-04-16 8:30,0,0.255279949
2019-04-14 11:00,1,3,2019-04-15 11:00,0,0.272794156,2019-04-16 11:00,0,0.244369589
2019-04-14 11:30,1,1,2019-04-15 11:30,0,0.248990914,2019-04-16 11:30,0,0.255323488
2019-04-14 14:30,1,2,2019-04-15 14:30,0,0.26175713,2019-04-16 14:30,0,0.250622932
2019-04-14 15:30,1,3,2019-04-15 15:30,0,0.264318381,2019-04-16 15:30,0,0.26175713
2019-04-14 20:00,2,3,2019-04-15 20:00,0,0.248316293,2019-04-16 20:00,0,0.246063604
2019-04-15 0:30,2,1,2019-04-16 0:30,0,0.26113386,2019-04-17 0:30,0,0.263594574
2019-04-15 0:30,2,3,2019-04-16 0:30,0,0.242944686,2019-04-17 0:30,0,0.256269227
2019-04-15 2:30,1,2,2019-04-16 2:30,0,0.258624325,2019-04-17 2:30,0,0.258719759
2019-04-15 4:00,2,2,2019-04-16 4:00,0,0.253843465,2019-04-17 4:00,0,0.251349038
2019-04-15 10:00,1,1,2019-04-16 10:00,0,0.248990914,2019-04-17 10:00,0,0.248990914
2019-04-15 13:00,2,3,2019-04-16 13:00,0,0.250069656,2019-04-17 13:00,0,0.250069656
2019-04-15 16:00,1,1,2019-04-16 16:00,0,0.253027704,2019-04-17 16:00,0,0.253027704
2019-04-15 17:00,1,3,2019-04-16 17:00,0,0.250622932,2019-04-17 17:00,0,0.248356232
2019-04-16 1:30,1,2,2019-04-17 1:30,0,0.262347502,2019-04-18 1:30,0,0.402861734
2019-04-16 4:00,1,3,2019-04-17 4:00,0,0.256183949,2019-04-18 4:00,1,0.465791416
2019-04-16 5:00,2,1,2019-04-17 5:00,0,0.256057626,2019-04-18 5:00,0,0.420546401
2019-04-16 6:30,2,1,2019-04-17 6:30,0,0.261027809,2019-04-18 6:30,0,0.420546401
2019-04-16 11:00,2,1,2019-04-17 11:00,0,0.252988191,2019-04-18 11:00,0,0.402689723
2019-04-16 14:00,1,1,2019-04-17 14:00,0,0.255322557,2019-04-18 14:00,0,0.255322557
2019-04-16 14:30,2,3,2019-04-17 14:30,0,0.250069656,2019-04-18 14:30,0,0.246063604
2019-04-16 19:30,2,2,2019-04-17 19:30,0,0.246063604,2019-04-18 19:30,0,0.441283143
2019-04-16 20:30,1,3,2019-04-17 20:30,0,0.248356232,2019-04-18 20:30,1,0.469297512
2019-04-17 0:00,2,1,2019-04-18 0:00,0,0.249167694,2019-04-19 0:00,1,0.49117756
2019-04-17 7:00,2,1,2019-04-18 7:00,0,0.434768257,2019-04-19 7:00,0,0.444900964
2019-04-17 8:30,2,3,2019-04-18 8:30,0,0.242101908,2019-04-19 8:30,0,0.428666979
2019-04-17 14:00,1,1,2019-04-18 14:00,0,0.255322557,2019-04-19 14:00,0,0.413777042
2019-04-17 14:30,1,3,2019-04-18 14:30,0,0.250622932,2019-04-19 14:30,0,0.43002611
2019-04-17 15:00,2,3,2019-04-18 15:00,0,0.246063604,2019-04-19 15:00,0,0.246063604
2019-04-18 1:30,2,2,2019-04-19 1:30,0,0.434891408,2019-04-20 1:30,0,0.244544156
2019-04-18 3:00,1,1,2019-04-19 3:00,0,0.448232144,2019-04-20 3:00,0,0.251479597
2019-04-18 4:30,1,3,2019-04-19 4:30,1,0.480026078,2019-04-20 4:30,0,0.244369589
2019-04-18 11:30,2,1,2019-04-19 11:30,0,0.424879784,2019-04-20 11:30,0,0.250707256
2019-04-18 12:00,2,2,2019-04-19 12:00,0,0.248316293,2019-04-20 12:00,0,0.246063604
2019-04-18 14:00,2,1,2019-04-19 14:00,0,0.410791942,2019-04-20 14:00,0,0.250706336
2019-04-18 16:30,2,2,2019-04-19 16:30,0,0.246063604,2019-04-20 16:30,0,0.246063604
2019-04-18 22:00,1,2,2019-04-19 22:00,0,0.248356232,2019-04-20 22:00,0,0.404837726
2019-04-18 22:00,2,1,2019-04-19 22:00,0,0.250706336,2019-04-20 22:00,0,0.250706336
2019-04-18 23:00,2,3,2019-04-19 23:00,0,0.246063604,2019-04-20 23:00,0,0.246063604
2019-04-19 0:30,1,3,2019-04-20 0:30,0,0.246827262,2019-04-21 0:30,0,0.402861734
2019-04-19 1:30,2,1,2019-04-20 1:30,0,0.249167694,2019-04-21 1:30,0,0.423782211
2019-04-19 4:30,1,2,2019-04-20 4:30,0,0.399674865,2019-04-21 4:30,0,0.435967353
2019-04-19 8:30,1,3,2019-04-20 8:30,0,0.399674865,2019-04-21 8:30,0,0.44618759
2019-04-19 13:30,1,1,2019-04-20 13:30,0,0.253027704,2019-04-21 13:30,0,0.413777042
2019-04-19 14:30,1,2,2019-04-20 14:30,0,0.404837726,2019-04-21 14:30,0,0.250622932
2019-04-19 16:30,1,1,2019-04-20 16:30,0,0.253027704,2019-04-21 16:30,0,0.253027704
2019-04-19 21:00,2,2,2019-04-20 21:00,0,0.246063604,2019-04-21 21:00,0,0.246063604
2019-04-20 0:00,2,2,2019-04-21 0:00,0,0.417721168,2019-04-22 0:00,1,0.466026606
2019-04-20 2:30,1,3,2019-04-21 2:30,0,0.402861734,2019-04-22 2:30,1,0.465474245
2019-04-20 3:00,2,3,2019-04-21 3:00,0,0.244544156,2019-04-22 3:00,0,0.436237146
2019-04-20 8:30,1,2,2019-04-21 8:30,0,0.439027765,2019-04-22 8:30,0,0.421816116
2019-04-20 10:30,2,1,2019-04-21 10:30,0,0.442039362,2019-04-22 10:30,0,0.250707256
2019-04-20 11:30,2,1,2019-04-21 11:30,1,0.456579117,2019-04-22 11:30,0,0.250707256
2019-04-20 11:30,2,3,2019-04-21 11:30,0,0.421763934,2019-04-22 11:30,0,0.246064512
2019-04-20 13:00,1,3,2019-04-21 13:00,0,0.427061525,2019-04-22 13:00,0,0.252387114
2019-04-20 18:00,2,3,2019-04-21 18:00,0,0.246063604,2019-04-22 18:00,0,0.238150872
2019-04-20 19:30,1,1,2019-04-21 19:30,0,0.253027704,2019-04-22 19:30,0,0.253027704
2019-04-21 1:00,2,2,2019-04-22 1:00,1,0.484963867,2019-04-23 1:00,0,0.244544156
2019-04-21 1:30,1,2,2019-04-22 1:30,1,0.475068621,2019-04-23 1:30,0,0.246827262
2019-04-21 2:30,2,1,2019-04-22 2:30,1,0.472220129,2019-04-23 2:30,0,0.249167694
2019-04-21 5:30,1,3,2019-04-22 5:30,0,0.437122736,2019-04-23 5:30,0,0.421816116
2019-04-21 8:30,1,1,2019-04-22 8:30,0,0.405656482,2019-04-23 8:30,0,0.405656482
2019-04-21 11:00,1,1,2019-04-22 11:00,0,0.248990914,2019-04-23 11:00,0,0.235802395
2019-04-21 13:30,1,1,2019-04-22 13:30,0,0.257108471,2019-04-23 13:30,0,0.257108471
2019-04-21 13:30,1,3,2019-04-22 13:30,0,0.252387114,2019-04-23 13:30,0,0.252387114
2019-04-21 18:30,1,1,2019-04-22 18:30,0,0.239693608,2019-04-23 18:30,0,0.253027704
2019-04-21 20:30,2,1,2019-04-22 20:30,0,0.250706336,2019-04-23 20:30,0,0.430134948
2019-04-21 23:30,1,2,2019-04-22 23:30,0,0.248356232,2019-04-23 23:30,0,0.248356232
2019-04-22 0:00,2,1,2019-04-23 0:00,0,0.428124302,2019-04-24 0:00,0,0.428124302
2019-04-22 1:00,2,3,2019-04-23 1:00,0,0.232806972,2019-04-24 1:00,0,0.417721168
2019-04-22 7:30,1,3,2019-04-23 7:30,0,0.421816116,2019-04-24 7:30,0,0.436048598
2019-04-22 7:30,1,1,2019-04-23 7:30,0,0.405656482,2019-04-24 7:30,0,0.405656482
2019-04-22 8:30,1,1,2019-04-23 8:30,0,0.405656482,2019-04-24 8:30,0,0.442173626
2019-04-22 12:00,1,2,2019-04-23 12:00,0,0.252387114,2019-04-24 12:00,0,0.427061525
2019-04-22 13:00,1,2,2019-04-23 13:00,0,0.252387114,2019-04-24 13:00,0,0.404401571
2019-04-22 14:00,1,3,2019-04-23 14:00,0,0.410022913,2019-04-24 14:00,0,0.410022913
2019-04-22 15:00,1,1,2019-04-23 15:00,0,0.257108471,2019-04-24 15:00,0,0.239693608
2019-04-23 2:30,2,1,2019-04-24 2:30,0,0.423782211,2019-04-25 2:30,0,0.423782211
2019-04-23 3:00,2,3,2019-04-24 3:00,0,0.244544156,2019-04-25 3:00,0,0.244544156
2019-04-23 4:30,2,2,2019-04-24 4:30,0,0.242101908,2019-04-25 4:30,0,0.242101908
2019-04-23 7:30,1,1,2019-04-24 7:30,0,0.405656482,2019-04-25 7:30,0,0.248990914
2019-04-23 9:00,2,3,2019-04-24 9:00,0,0.418814454,2019-04-25 9:00,0,0.421763934
2019-04-23 9:30,2,2,2019-04-24 9:30,0,0.440160238,2019-04-25 9:30,0,0.418814454
2019-04-23 17:00,1,2,2019-04-24 17:00,0,0.252387114,2019-04-25 17:00,0,0.42194228
2019-04-24 1:30,2,3,2019-04-25 1:30,0,0.395647778,2019-04-26 1:30,0,0.429871511
2019-04-24 1:30,1,1,2019-04-25 1:30,0,0.251479597,2019-04-26 1:30,0,0.260961578
2019-04-24 4:30,1,2,2019-04-25 4:30,0,0.399674865,2019-04-26 4:30,0,0.435145426
2019-04-24 6:00,2,3,2019-04-25 6:00,0,0.396722653,2019-04-26 6:00,0,0.448807774
2019-04-24 10:00,2,1,2019-04-25 10:00,0,0.424879784,2019-04-26 10:00,1,0.453451416
2019-04-24 16:00,2,1,2019-04-25 16:00,0,0.430134948,2019-04-26 16:00,1,0.463457165
2019-04-24 20:00,2,2,2019-04-25 20:00,0,0.433933643,2019-04-26 20:00,0,0.436990463
2019-04-25 0:00,2,2,2019-04-26 0:00,0,0.415760174,2019-04-27 0:00,1,0.452091379
2019-04-25 0:30,2,1,2019-04-26 0:30,1,0.470969265,2019-04-27 0:30,0,0.43597685
2019-04-25 1:30,2,1,2019-04-26 1:30,1,0.453587658,2019-04-27 1:30,0,0.247547893
2019-04-25 5:00,2,2,2019-04-26 5:00,1,0.46162559,2019-04-27 5:00,0,0.44089463
2019-04-25 7:30,1,2,2019-04-26 7:30,0,0.422801226,2019-04-27 7:30,0,0.422801226
2019-04-25 8:30,2,3,2019-04-26 8:30,0,0.444154144,2019-04-27 8:30,0,0.399623529
2019-04-25 14:00,2,2,2019-04-26 14:00,0,0.447283685,2019-04-27 14:00,0,0.246063604
2019-04-25 14:30,2,2,2019-04-26 14:30,0,0.261929751,2019-04-27 14:30,0,0.246063604
2019-04-25 19:00,2,1,2019-04-26 19:00,0,0.428750009,2019-04-27 19:00,0,0.250706336
2019-04-25 21:30,2,3,2019-04-26 21:30,0,0.246813475,2019-04-27 21:30,0,0.246063604
2019-04-25 22:00,1,1,2019-04-26 22:00,0,0.253791653,2019-04-27 22:00,0,0.253027704
2019-04-26 9:00,2,3,2019-04-27 9:00,0,0.399623529,2019-04-28 9:00,0,0.257799954
2019-04-26 9:30,2,1,2019-04-27 9:30,0,0.402689723,2019-04-28 9:30,0,0.24669435
2019-04-26 11:00,1,1,2019-04-27 11:00,0,0.262414102,2019-04-28 11:00,1,0.46753021
2019-04-26 14:00,2,1,2019-04-27 14:00,0,0.250706336,2019-04-28 14:00,0,0.252987266
2019-04-26 15:30,1,2,2019-04-27 15:30,0,0.250622932,2019-04-28 15:30,0,0.248356232
2019-04-26 15:30,2,1,2019-04-27 15:30,0,0.252987266,2019-04-28 15:30,0,0.250706336
2019-04-26 20:00,1,3,2019-04-27 20:00,0,0.26175713,2019-04-28 20:00,0,0.250622932
2019-04-26 22:00,2,2,2019-04-27 22:00,0,0.246063604,2019-04-28 22:00,0,0.244569984
2019-04-27 1:00,2,2,2019-04-28 1:00,0,0.423031898,2019-04-29 1:00,1,0.4682741
2019-04-27 2:00,1,3,2019-04-28 2:00,0,0.246827262,2019-04-29 2:00,1,0.466062276
2019-04-27 3:30,2,1,2019-04-28 3:30,0,0.247445512,2019-04-29 3:30,1,0.454619592
2019-04-27 4:00,1,1,2019-04-28 4:00,0,0.247371883,2019-04-29 4:00,0,0.399299239
2019-04-27 7:00,2,1,2019-04-28 7:00,0,0.24669435,2019-04-29 7:00,1,0.462173045
2019-04-27 9:30,1,2,2019-04-28 9:30,0,0.442365517,2019-04-29 9:30,0,0.246611841
2019-04-27 12:00,2,1,2019-04-28 12:00,0,0.252987266,2019-04-29 12:00,0,0.252987266
2019-04-27 18:00,2,1,2019-04-28 18:00,0,0.250706336,2019-04-29 18:00,0,0.250706336
2019-04-27 21:30,1,2,2019-04-28 21:30,0,0.249110781,2019-04-29 21:30,0,0.404837726
2019-04-27 22:30,2,3,2019-04-28 22:30,0,0.244569984,2019-04-29 22:30,0,0.241021655
2019-04-27 23:00,2,1,2019-04-28 23:00,0,0.251465636,2019-04-29 23:00,1,0.455499179
2019-04-28 0:30,2,3,2019-04-29 0:30,0,0.242944686,2019-04-30 0:30,0,0.431918698
2019-04-28 5:30,2,2,2019-04-29 5:30,0,0.238308984,2019-04-30 5:30,0,0.412541763
2019-04-28 6:00,1,1,2019-04-29 6:00,0,0.247371883,2019-04-30 6:00,0,0.396399162
2019-04-28 7:00,1,3,2019-04-29 7:00,0,0.447197675,2019-04-30 7:00,1,0.463784499
2019-04-28 8:00,1,2,2019-04-29 8:00,0,0.43910876,2019-04-30 8:00,0,0.439435082
2019-04-28 8:30,2,1,2019-04-29 8:30,0,0.24669435,2019-04-30 8:30,0,0.24669435
2019-04-28 8:30,2,3,2019-04-29 8:30,0,0.242101908,2019-04-30 8:30,0,0.242101908
2019-04-28 9:30,2,3,2019-04-29 9:30,0,0.242101908,2019-04-30 9:30,0,0.246064512
2019-04-28 14:30,2,1,2019-04-29 14:30,0,0.252987266,2019-04-30 14:30,0,0.250706336
